113,112,similarity
10,1525,0.801790438
10,2218,0.865069078
10,2684,0.527595613
10,471,0.524922952
100,6117,0.770932245
1000,2368,0.572290793
1000,3638,0.512546066
1000,4277,0.794612698
1000,870,0.690668315
1001,6346,0.747568067
1002,769,0.509633868
1003,1840,0.815934835
1003,2308,0.604019414
1004,2037,0.739331493
1004,2378,0.811820086
1004,2448,0.795969241
1004,4099,0.686128023
1004,4148,0.782576923
1004,486,0.850467081
1005,127,0.568414667
1005,141,0.532577886
1005,145,0.501507879
1005,698,0.565275107
1007,1692,0.829523314
1007,6608,0.584987069
1008,2152,0.838646824
1009,376,0.844294441
101,1587,0.767584629
101,4058,0.673789183
1010,5901,0.599293405
1010,6211,0.793881311
1011,3227,0.773702916
1012,6200,0.771511724
1013,93,0.532421141
1013,94,0.532520383
1013,95,0.53433166
1015,718,0.819690903
1016,6238,0.799020237
1017,2588,0.769900555
1018,3268,0.685473354
1019,416,0.611528275
102,6021,0.823530188
1021,4193,0.815773565
1021,643,0.51856698
1022,952,0.816716532
1023,823,0.800143157
1025,2912,0.500358314
1025,5545,0.80448673
1026,2429,0.841351942
1027,1367,0.898769215
1027,1875,0.691548584
1029,797,0.597848595
103,6643,0.593234547
1030,456,0.768530217
1030,776,0.555781788
1030,798,0.877390361
1031,796,0.820507675
1032,6289,0.647694851
1033,2489,0.72294099
1034,2912,0.779671792
1035,1026,0.60530845
1035,1309,0.633659117
1035,1430,0.521178711
1035,1453,0.502469498
1035,435,0.574423652
1035,5652,0.599256622
1035,5740,0.64730973
1035,6186,0.823267109
1035,700,0.508695217
1035,902,0.514526538
1036,5788,0.664393118
1037,3762,0.66189589
104,1006,0.756426035
1040,1040,0.772627041
1049,3917,0.536082233
1054,3947,0.510170744
106,121,0.683472742
106,262,0.561553015
106,297,0.635526492
1062,2308,0.566145547
1063,2011,0.785165483
1063,4402,0.539031488
1064,1112,0.895853807
1064,6667,0.518592447
1065,1737,0.80903736
1066,1599,0.529449788
1066,205,0.509818272
1066,2335,0.555082348
1066,2444,0.545866869
1066,3973,0.528299505
1066,536,0.515677168
1066,6274,0.851322774
1067,6602,0.777499883
1068,1950,0.757972574
1069,1769,0.653353232
1069,3193,0.659242493
1070,3198,0.749826066
1070,4120,0.830403771
1070,912,0.577321867
1072,1474,0.741838974
1073,5889,0.622202307
1074,2741,0.533492867
1074,2787,0.573813328
1074,2799,0.524077166
1074,2960,0.868309648
1074,6309,0.500327608
1076,6234,0.807654244
1077,4323,0.681362582
1078,931,0.542588721
108,124,0.56253198
108,236,0.502764531
1080,4408,0.613300677
1081,478,0.625484266
1083,5950,0.710419256
1084,3795,0.509280437
1084,401,0.922726384
1085,3979,0.576488088
1086,2280,0.843483596
1087,1293,0.822514193
1087,1557,0.554999634
1087,1842,0.521646001
1087,3017,0.50419593
1087,3823,0.539383106
1087,5869,0.549000675
1089,2228,0.554122895
1089,2247,0.539765485
1089,3373,0.704244992
1089,4366,0.506128212
1089,6325,0.537747081
1089,6517,0.670128791
109,125,0.502348044
1090,2228,0.608955187
1090,2247,0.54891634
1090,2253,0.50944742
1090,2598,0.538148842
1090,3373,0.579317605
1090,4366,0.537111646
1090,6325,0.573375872
1090,6517,0.626476362
1091,374,0.660566332
1095,2179,0.573547483
1096,3873,0.794576597
1097,6451,0.72573212
1099,1217,0.605313591
11,1517,0.506834825
11,1578,0.676309646
11,2016,0.637241486
11,2689,0.503147377
11,3151,0.534883781
11,3271,0.66841487
11,3515,0.648823291
11,3977,0.65981015
11,4154,0.670352609
11,4271,0.800040592
11,4970,0.796002358
11,4979,0.590134713
11,4982,0.797115524
1100,1833,0.888720735
1100,5989,0.540359597
1100,5996,0.543629337
1100,751,0.621375618
1101,2582,0.57268694
1101,6477,0.783531662
1102,2248,0.737323957
1103,4194,0.787497693
1104,3124,0.642366813
1105,1082,0.701780732
1107,3664,0.515990154
1107,4622,0.753564458
1108,1561,0.50024074
1108,5964,0.84020076
1108,5968,0.524410449
1110,1100,0.763912049
112,4061,0.528739854
112,6703,0.883357575
1121,3010,0.527838114
1121,6183,0.844510682
1122,6173,0.709096166
1124,5976,0.727053175
1127,1366,0.64793363
1127,5865,0.520843397
1128,4125,0.523645863
1129,1864,0.876178293
113,1616,0.789577415
1130,4133,0.507873322
1130,4229,0.764387165
1131,6488,0.743364306
1132,3245,0.817432279
1133,775,0.585493001
1134,1298,0.549687746
1134,1318,0.519151952
1134,1854,0.637780594
1134,240,0.529563045
1134,2470,0.523870366
1134,3016,0.510994089
1134,3723,0.623435734
1134,4042,0.562471031
1134,6372,0.552768641
1134,6455,0.535481389
1134,6527,0.535818085
1134,6563,0.546868001
1134,809,0.543160903
1134,814,0.540833604
1134,837,0.596082073
1135,1062,0.583380725
1136,3528,0.645345184
1137,1917,0.864547924
1138,4185,0.788299492
1139,3983,0.711486772
114,3715,0.871705082
114,4297,0.52388368
1141,987,0.611074001
1142,647,0.757345332
1145,1977,0.547178063
1145,4264,0.707325857
1146,2104,0.766916507
1147,1210,0.803670032
1148,3032,0.732443186
1149,4342,0.860021534
115,3714,0.765617377
1150,965,0.745757027
1154,1204,0.519969881
1155,1112,0.872887472
1156,2352,0.860175292
1157,2719,0.786540191
1158,2351,0.754974144
1159,3397,0.841056375
1159,4019,0.726839466
116,1200,0.533126448
116,1409,0.542145125
116,2954,0.506971713
116,3386,0.808285004
1160,867,0.858006222
1161,6026,0.712938522
1163,1136,0.688194607
1163,4257,0.875809024
1163,4263,0.595635836
1164,1471,0.529194048
1164,3002,0.554320589
1164,339,0.657534227
1164,3583,0.84293095
1165,2983,0.581705131
1165,3410,0.536953453
1165,903,0.788547314
1166,3742,0.737824492
1167,6184,0.714062372
1168,4039,0.591229887
1168,6236,0.666704871
1168,6282,0.784620741
1169,6596,0.685734555
1170,4039,0.566707559
1170,6236,0.791693302
1170,6282,0.638151895
1172,2001,0.832922976
1173,1200,0.521048125
1173,1589,0.875987182
1174,4180,0.731395903
1176,182,0.563271042
1176,2015,0.560308376
1176,2506,0.533127868
1176,3095,0.615535048
1176,4291,0.577673187
1176,6263,0.546017705
1176,6539,0.505074813
1176,720,0.504123016
1176,744,0.56457081
1176,779,0.511764116
1179,1543,0.739717717
118,135,0.703787516
118,289,0.711368909
1180,2224,0.616931126
1180,6352,0.832345884
1180,6562,0.870660576
1182,3652,0.530286958
1183,1989,0.841098503
1185,425,0.642764355
1187,163,0.527405701
1187,1701,0.537375831
1187,2420,0.540711536
1187,2922,0.539055031
1187,3334,0.92240564
1187,4109,0.506107767
1187,4267,0.533301967
1188,1409,0.539411076
1188,1839,0.719847736
1188,1946,0.731944908
119,134,0.605313855
1190,3900,0.52312015
1190,4325,0.897577248
1190,5745,0.509344991
1191,4025,0.743474387
1193,1209,0.551353308
1193,6203,0.855767912
1194,1026,0.612061562
1194,1309,0.625134735
1194,1430,0.544827763
1194,1453,0.532675392
1194,435,0.729691046
1194,5652,0.630811141
1194,5740,0.60477734
1194,700,0.526723229
1195,6422,0.801959897
1196,3002,0.827966737
1196,3583,0.505318289
1196,980,0.832291467
1199,1648,0.696858579
1199,975,0.535550497
12,108,0.685978197
12,109,0.685971758
12,3163,0.563342947
12,5799,0.76862635
12,5816,0.577307172
12,6632,0.663770889
120,132,0.697411037
1200,105,0.515057593
1200,1200,0.852534135
1200,1409,0.523250645
1200,2954,0.589099602
1200,3000,0.52512241
1201,2224,0.59994371
1201,6352,0.799391019
1201,6562,0.730934772
1202,1605,0.516755935
1202,1848,0.673809774
1202,2041,0.517372663
1203,727,0.777167318
1204,1447,0.723108998
1204,3011,0.544054129
1205,105,0.587511081
1205,3000,0.59048535
1205,3299,0.507520301
1205,364,0.554792041
1205,3682,0.566885678
1205,397,0.543200002
1205,4242,0.539041598
1206,3117,0.809914626
1207,354,0.658617088
1207,794,0.727021412
1208,5987,0.820358415
1208,624,0.551911066
121,131,0.597252634
1210,3140,0.827216532
1212,387,0.679649705
1213,6677,0.821699756
1214,4345,0.798836533
1215,1415,0.677889721
1216,1743,0.813780758
1216,1854,0.502327947
1216,6372,0.506162292
1216,837,0.519438543
1217,3459,0.835569521
1218,6495,0.681287022
122,133,0.789025698
122,1732,0.514407503
1220,6190,0.67927588
1222,3320,0.675612263
1223,363,0.540960272
1223,4740,0.859861907
1223,6366,0.537470131
1224,1027,0.858634519
1224,2503,0.858636133
1224,2580,0.859955212
1225,5992,0.781592332
1226,1599,0.5736454
1226,205,0.543429302
1226,2335,0.823604295
1226,2362,0.516534559
1226,2444,0.562249216
1226,3532,0.500449994
1226,3973,0.545426441
1226,6274,0.519522313
1227,399,0.701113212
1229,1578,0.629850191
1229,2016,0.581705622
1229,2346,0.514514648
1229,3151,0.607104705
1229,3271,0.837925886
1229,3515,0.579617793
1229,3977,0.606347421
1229,4154,0.528399979
1229,4271,0.676728503
1229,4970,0.672715456
1229,4979,0.549861517
1229,4982,0.676622455
123,1967,0.781638238
1230,1415,0.519546946
1230,752,0.821885739
1233,1144,0.609532799
1234,1144,0.557116993
1235,6244,0.609317379
1237,5926,0.806084442
1238,2996,0.586388199
1238,974,0.910043692
124,24,0.869231073
1241,2157,0.762923576
1243,2247,0.813554127
1243,2253,0.676551724
1245,6159,0.591273031
1248,141,0.506551205
1248,450,0.515768973
1248,605,0.577711694
1249,6174,0.780984837
125,5787,0.723581023
1250,6575,0.834548396
1252,1426,0.727073318
1255,1755,0.818237161
1257,2741,0.866254594
1257,2787,0.672152233
1257,2960,0.632127424
1257,6309,0.551724164
1258,1617,0.784562538
1259,2504,0.712990965
126,306,0.839105397
1261,5691,0.855153158
1262,6676,0.786761319
1263,1200,0.529904941
1263,2954,0.527350487
1263,5989,0.776040764
1264,1301,0.709540897
1267,1026,0.698360143
1267,1309,0.695598706
1267,1430,0.572790658
1267,1453,0.675508561
1267,2078,0.577295535
1267,435,0.624673757
1267,5652,0.662299651
1267,5740,0.60547423
1267,6186,0.512618056
1267,700,0.622804868
1267,902,0.50749458
1268,1026,0.61065207
1268,1309,0.628133155
1268,1430,0.500407364
1268,1453,0.55819294
1268,435,0.567670425
1268,5652,0.619322433
1268,5740,0.549050182
1268,700,0.528094633
127,3600,0.659600237
1270,3414,0.829575596
1270,3581,0.757699948
1270,3844,0.849107244
1271,4249,0.676088985
1272,1275,0.765543264
1272,3363,0.536637714
1273,5825,0.661949695
1274,2741,0.71363157
1274,2787,0.877207533
1274,2799,0.555337203
1274,2960,0.703635815
1274,6309,0.596012791
1275,1052,0.780442917
1276,639,0.747029796
1277,3615,0.812872394
1277,3722,0.598415631
128,137,0.820284136
1280,5799,0.513068272
1280,6593,0.532845566
1283,6237,0.753195695
1284,3687,0.73256711
1286,1876,0.764266566
1286,2346,0.552124909
1287,5952,0.778448623
1288,1288,0.739659305
129,1489,0.664154828
1290,4269,0.834813168
1291,1456,0.618738641
1292,3720,0.714550787
1293,3466,0.808866437
1294,6009,0.90480593
1295,1813,0.518454525
1295,4108,0.659356291
1295,5906,0.561594716
1295,601,0.521294806
1295,6031,0.628929077
1295,6182,0.538494799
1296,2427,0.636661713
1297,874,0.773035739
1298,3914,0.750217191
130,1401,0.709950367
1303,1722,0.536739031
1304,6075,0.524447036
1306,1408,0.58104901
1306,2578,0.557955451
1307,442,0.741111
1308,3069,0.825225446
1308,946,0.754988818
1309,4066,0.798478405
131,1350,0.820788211
1310,1051,0.583688334
1310,1700,0.74693826
1312,2168,0.706941553
1312,6529,0.687002647
1313,4296,0.561416375
1315,116,0.8478006
1316,4072,0.50148832
1317,1479,0.779566557
1317,4260,0.520277033
1318,2721,0.877852902
1319,6022,0.648952871
132,141,0.658774041
132,145,0.590301349
132,2,0.522378791
132,215,0.550769259
1320,3198,0.788621577
1320,4120,0.526880389
1321,1770,0.886653307
1321,3184,0.503231244
1321,6224,0.876747565
1322,6110,0.782686341
1323,1180,0.80189423
1323,1730,0.880522299
1323,3360,0.563590021
1323,99,0.531429414
1325,2969,0.658511304
1326,5800,0.736043144
1328,1760,0.663767648
1329,1761,0.608722715
133,2613,0.585466846
1330,2410,0.703748708
1330,4170,0.779293988
1330,6674,0.650481481
1331,6598,0.784316777
1332,1354,0.882359801
1333,1440,0.677268355
1333,2346,0.512826576
1333,3028,0.502569319
1333,319,0.701315386
1333,616,0.631903695
1333,6188,0.85608621
1333,6673,0.599213924
1334,2902,0.798634866
1334,6447,0.642453436
1335,3164,0.829533965
1336,1541,0.531014473
1336,2214,0.647517675
1336,3099,0.654046395
1336,6410,0.63821508
1337,2457,0.632105569
1338,6310,0.722948893
1339,6155,0.82752196
1339,6157,0.522831728
1342,2010,0.536246087
1342,5858,0.515546723
1342,6137,0.708879624
1343,2228,0.52268354
1343,2247,0.610137561
1343,2253,0.582068468
1343,3373,0.541973059
1343,4366,0.85625518
1343,6325,0.559838236
1343,6517,0.594195192
1345,1485,0.709070479
1345,5744,0.667677724
1345,6089,0.515427717
1346,42,0.531705844
1346,5901,0.712986836
1346,6076,0.508004531
1346,6211,0.615185522
1346,631,0.558612046
1347,3560,0.753180755
1348,1545,0.515776206
1348,2621,0.655754502
1348,2865,0.503134202
1348,4334,0.580318399
1349,2037,0.812319571
1349,2378,0.622999844
1349,2448,0.695518614
1349,4099,0.678656742
1349,4148,0.664087767
1349,486,0.608059158
135,433,0.765466062
1350,855,0.69834633
1351,587,0.768362873
1353,2228,0.503162745
1353,3373,0.559436285
1353,6325,0.8075385
1353,6517,0.574968752
1354,3341,0.669953014
1354,3855,0.635020716
1354,5741,0.712321113
1354,959,0.553042507
1355,6518,0.647687819
1355,6567,0.648180458
1356,4062,0.523032762
1357,6577,0.630734925
1358,4483,0.648526773
1358,889,0.632712374
136,4353,0.584366231
1360,493,0.676667088
1362,327,0.722742042
1363,2171,0.782270466
1364,1380,0.802215783
1364,1875,0.501341592
1365,2185,0.724632979
1366,1316,0.728984666
1367,1971,0.565358715
1367,979,0.850006398
