,110,111,similarity
7252,hr770.110,hr3832.111,0.7401502281538134
11705,hr7263.110,hr3833.111,0.9827080511054178
5315,hr7096.110,hr3834.111,0.5188339154253631
5787,hr2457.110,hr3835.111,0.5134266719201555
3410,hr6704.110,hr3835.111,0.502868437958698
9546,hr7244.110,hr3835.111,0.9057118419347167
8735,hr5537.110,hr3838.111,0.6268715065621714
904,hr2739.110,hr3839.111,0.885827459579943
8983,hr7321.110,hr384.111,0.7491928832625309
928,hr4246.110,hr3840.111,0.5985770890239809
7753,hr5916.110,hr3840.111,0.7109957291543201
7200,hr3475.110,hr3841.111,0.6947960814282564
7098,hr4172.110,hr3841.111,0.7070901066014111
10785,hr4235.110,hr3841.111,0.6672851398384166
9001,hr7325.110,hr3842.111,0.508293834787887
3565,hr11.110,hr3845.111,0.602825205809192
8480,hr2082.110,hr3845.111,0.5077341144724454
2625,hr3321.110,hr3845.111,0.531182872218178
8354,hr3356.110,hr3845.111,0.5053579076538792
11499,hr3773.110,hr3845.111,0.6131090558658455
5085,hr3782.110,hr3845.111,0.6662440381406046
6980,hr5440.110,hr3845.111,0.6400250501004022
2329,hr6304.110,hr3845.111,0.6413327680817784
3566,hr11.110,hr3846.111,0.6253651018496201
2627,hr3321.110,hr3846.111,0.612908534761618
8355,hr3356.110,hr3846.111,0.5741264159814088
11501,hr3773.110,hr3846.111,0.7178504061879909
5087,hr3782.110,hr3846.111,0.6712588835541758
6982,hr5440.110,hr3846.111,0.7704507564895708
2331,hr6304.110,hr3846.111,0.7722245309430077
4702,hr1196.110,hr3849.111,0.5482737231264978
8487,hr2082.110,hr3849.111,0.6105734355907161
12631,hr334.110,hr3849.111,0.5010953767214283
4048,hr5959.110,hr3849.111,0.6005764608517508
1496,hr3166.110,hr3850.111,0.734279142298916
358,hr5639.110,hr3851.111,0.9716957208363021
3575,hr16.110,hr3852.111,0.7709840477679277
5183,hr1766.110,hr3852.111,0.6711589617046614
3710,hr5540.110,hr3852.111,0.577332902042563
2637,hr6550.110,hr3852.111,0.776589570962524
9609,hr6771.110,hr3852.111,0.6869934685576585
1626,hr4780.110,hr3853.111,0.5396993407336412
8950,hr1332.110,hr3854.111,0.7909878875084144
710,hr2389.110,hr3854.111,0.6709975582842728
6628,hr7175.110,hr3854.111,0.7282817891327473
10924,hr2340.110,hr3856.111,0.5898437427724657
2034,hr2931.110,hr3856.111,0.7177368788362337
5014,hr4206.110,hr3856.111,0.6226079418472272
11228,hr1271.110,hr3857.111,0.5218793749221703
5140,hr2780.110,hr3857.111,0.5862606381452656
207,hr2350.110,hr3859.111,0.9864324125804808
7853,hr1407.110,hr386.111,0.5272278622755505
4632,hr2411.110,hr386.111,0.6157692423785149
5767,hr2458.110,hr386.111,0.738645832659524
9661,hr2902.110,hr386.111,0.6723475039362334
2933,hr7019.110,hr386.111,0.7266709240647232
1114,hr5413.110,hr3862.111,0.525577283188654
1113,hr5418.110,hr3862.111,0.514795606108541
269,hr4374.110,hr3867.111,0.6265860797065584
11758,hr4517.110,hr3867.111,0.5249540008163937
5945,hr4615.110,hr3867.111,0.5035089809774393
10195,hr4961.110,hr3867.111,0.6320718019799436
3128,hr4970.110,hr3867.111,0.6387738098452055
3130,hr4972.110,hr3867.111,0.5909314315479685
2744,hr7334.110,hr387.111,0.9327950267776409
2487,hr5249.110,hr3871.111,0.6672308526209274
270,hr4374.110,hr3873.111,0.5543683836758095
6225,hr4420.110,hr3873.111,0.556610410168809
11759,hr4517.110,hr3873.111,0.6056349641675717
10196,hr4961.110,hr3873.111,0.559221844499048
10194,hr4963.110,hr3873.111,0.5084973519823007
3129,hr4970.110,hr3873.111,0.7368454550814895
3131,hr4972.110,hr3873.111,0.681655169175421
2771,hr1771.110,hr388.111,0.9883221803447644
6378,hr5271.110,hr3880.111,0.5444513038142965
5727,hr6743.110,hr3885.111,0.6489787117343088
12493,hr3954.110,hr3886.111,0.9574999152612735
2836,hr4892.110,hr3886.111,0.6269115746950352
12304,hr2851.110,hr3887.111,0.5304518372093858
2462,hr6963.110,hr3887.111,0.5170612333389306
7730,hr6408.110,hr3888.111,0.6449653900774971
12039,hr6434.110,hr3888.111,0.8585167280057537
5607,hr1012.110,hr3889.111,0.864182855300526
225,hr2351.110,hr3889.111,0.5588070022321928
2421,hr241.110,hr3889.111,0.8829749101425063
3518,hr2626.110,hr3889.111,0.6753263627098886
6312,hr324.110,hr3889.111,0.8797165871553756
5989,hr3888.110,hr3889.111,0.5538054526966245
4958,hr4460.110,hr3889.111,0.7158822119459981
7005,hr5449.110,hr3889.111,0.5650864232866204
3081,hr5918.110,hr3889.111,0.6269195472319988
10139,hr5923.110,hr3889.111,0.7990820218508002
4031,hr5955.110,hr3889.111,0.8959503065405309
11080,hr6071.110,hr3889.111,0.5299858377702427
12185,hr6110.110,hr3889.111,0.6232398020840926
2308,hr6210.110,hr3889.111,0.6276293623113162
7171,hr6280.110,hr3889.111,0.51542438629384
12611,hr6582.110,hr3889.111,0.541442408886509
8160,hr6699.110,hr3889.111,0.6454211232505052
2459,hr6963.110,hr3889.111,0.5031051616335871
8970,hr6983.110,hr3889.111,0.5039035750862998
863,hr7129.110,hr3889.111,0.6007155578191473
11443,hr979.110,hr3889.111,0.6809413798020347
3133,hr6029.110,hr389.111,0.7746240483502186
12675,hr7233.110,hr389.111,0.5309064544631203
1997,hr6230.110,hr3890.111,0.6348137765739285
9648,hr3503.110,hr3894.111,0.5397452767713388
8147,hr426.110,hr3894.111,0.5031713327686488
6217,hr1563.110,hr3896.111,0.6157682755020146
624,hr1651.110,hr3896.111,0.5449207322409632
5449,hr2157.110,hr3896.111,0.5710355476991855
8145,hr2159.110,hr3896.111,0.6126007586397609
6099,hr2860.110,hr3896.111,0.5898383815693983
10770,hr4230.110,hr3896.111,0.5751337033620026
5840,hr1227.110,hr3897.111,0.5731038557399318
12051,hr1235.110,hr3897.111,0.5363803281870531
8608,hr1851.110,hr3897.111,0.6379780740540558
3441,hr3067.110,hr3897.111,0.5063496129817758
9825,hr3329.110,hr3897.111,0.5066416008983767
12282,hr5490.110,hr3897.111,0.527114982298713
3126,hr39.110,hr39.111,0.9992777425321209
7470,hr7330.110,hr390.111,0.9936870620646389
3869,hr4586.110,hr3900.111,0.5555220315470895
5513,hr5643.110,hr3902.111,0.5644630596689555
9002,hr7325.110,hr3902.111,0.5970079915552091
3964,hr228.110,hr3903.111,0.6745711582406232
5076,hr7277.110,hr3903.111,0.5032068005609257
4845,hr7279.110,hr3903.111,0.5149475235337616
2269,hr7293.110,hr3903.111,0.5088308506004721
252,hr7315.110,hr3903.111,0.5271829514739099
4505,hr946.110,hr3904.111,0.8815175415145687
7203,hr3475.110,hr3905.111,0.5646036064292373
12120,hr4042.110,hr3905.111,0.5464784538471998
7101,hr4172.110,hr3905.111,0.5775025648500824
10788,hr4235.110,hr3905.111,0.5856707059006127
7186,hr6289.110,hr3905.111,0.5263214055377669
2955,hr6499.110,hr3905.111,0.5139204073266291
4456,hr2378.110,hr3906.111,0.5913260699624405
12831,hr2874.110,hr3906.111,0.5501286327099034
9809,hr3329.110,hr3906.111,0.5157119211210106
780,hr4161.110,hr3906.111,0.510508465592536
3297,hr1280.110,hr3907.111,0.9675557594878748
2951,hr6494.110,hr3908.111,0.6085973969582764
1077,hr6666.110,hr391.111,0.7143266860502332
10925,hr2340.110,hr3911.111,0.6265431887040244
2035,hr2931.110,hr3911.111,0.9930151779791024
5015,hr4206.110,hr3911.111,0.7257667226928007
4780,hr158.110,hr3912.111,0.7384673284986305
12757,hr1619.110,hr3912.111,0.6523247976721561
9380,hr2040.110,hr3912.111,0.6555099761784641
9421,hr2268.110,hr3912.111,0.6641769154417713
1140,hr2500.110,hr3912.111,0.5552922786715232
6122,hr2680.110,hr3912.111,0.5247201189664619
9444,hr2750.110,hr3912.111,0.5230651470781523
1819,hr2894.110,hr3912.111,0.5961506360585603
4837,hr3229.110,hr3912.111,0.767337442342157
12491,hr3956.110,hr3912.111,0.516883507459672
4295,hr4036.110,hr3912.111,0.5385087863654094
1615,hr4127.110,hr3912.111,0.5335263223996092
12879,hr5614.110,hr3912.111,0.5659781892671941
10294,hr5714.110,hr3912.111,0.6701699162944911
7847,hr5733.110,hr3912.111,0.5660729725501799
6332,hr5872.110,hr3912.111,0.5428360548967649
2506,hr634.110,hr3912.111,0.708914782452306
7746,hr6404.110,hr3912.111,0.5454612283121715
438,hr6455.110,hr3912.111,0.5272188172752533
7143,hr7152.110,hr3912.111,0.6478662491277313
8196,hr1296.110,hr3913.111,0.5098293717613493
5591,hr1011.110,hr3914.111,0.632253622519132
3941,hr222.110,hr3914.111,0.5655883400178414
8644,hr2334.110,hr3914.111,0.644263213117935
10495,hr2632.110,hr3914.111,0.6826324592849301
4403,hr3022.110,hr3914.111,0.6502613973194838
3374,hr3287.110,hr3914.111,0.6642670271643926
2848,hr3513.110,hr3914.111,0.5712561298143171
8512,hr3682.110,hr3914.111,0.6699905948478815
11116,hr3756.110,hr3914.111,0.6997730614333844
512,hr5151.110,hr3914.111,0.5937943263943443
12850,hr5610.110,hr3914.111,0.7600736909014482
1910,hr6156.110,hr3914.111,0.6209595911347584
6499,hr6162.110,hr3914.111,0.6617627591501478
8891,hr6917.110,hr3914.111,0.5575627420940549
5798,hr707.110,hr3914.111,0.553647428809787
7692,hr7132.110,hr3914.111,0.6251834043423985
7947,hr860.110,hr3914.111,0.6227132097788228
6234,hr886.110,hr3914.111,0.6081720023791819
6721,hr2493.110,hr392.111,0.9323762570879137
7874,hr1400.110,hr3922.111,0.827195941250696
10911,hr2347.110,hr3922.111,0.7385061470478507
8420,hr2880.110,hr3922.111,0.8122517841187955
8010,hr3119.110,hr3922.111,0.5746016257748443
7510,hr3390.110,hr3922.111,0.8212260755002385
671,hr3653.110,hr3922.111,0.6818561261988718
2731,hr5056.110,hr3922.111,0.5962886933896665
10728,hr5084.110,hr3922.111,0.6453057751647885
12785,hr6178.110,hr3922.111,0.5696777281994846
8100,hr7112.110,hr3922.111,0.71065516867652
7254,hr770.110,hr3922.111,0.7119983860266559
11608,hr1210.110,hr3923.111,0.6181733903707366
2668,hr3181.110,hr3923.111,0.7437979325454637
7216,hr3473.110,hr3923.111,0.6002815732915946
6560,hr3603.110,hr3923.111,0.6344870577159731
12818,hr3617.110,hr3923.111,0.5953962772137611
779,hr4162.110,hr3923.111,0.5234798741799047
929,hr4245.110,hr3923.111,0.5003031198583449
1704,hr7282.110,hr3923.111,0.5970763084091525
4662,hr715.110,hr3926.111,0.514770378381699
6109,hr2864.110,hr3928.111,0.9943701328419748
1958,hr1150.110,hr393.111,0.5555047908811263
10612,hr2024.110,hr393.111,0.5452186995688427
4617,hr2416.110,hr393.111,0.5069310269121144
2995,hr265.110,hr393.111,0.5848876053095169
4356,hr3244.110,hr393.111,0.586262132496275
5664,hr3417.110,hr393.111,0.5632568498177483
2900,hr3519.110,hr393.111,0.5647990280385586
2352,hr3538.110,hr393.111,0.5163335867650907
8836,hr5235.110,hr393.111,0.5155747498085389
12342,hr5672.110,hr393.111,0.5563287924100925
8460,hr572.110,hr393.111,0.545505464086928
12010,hr5794.110,hr393.111,0.9844373063286084
7798,hr5980.110,hr393.111,0.5886512765014636
11802,hr6396.110,hr393.111,0.568392715635498
5347,hr7007.110,hr393.111,0.5541147594505739
1238,hr7104.110,hr393.111,0.5749941134339469
953,hr7203.110,hr393.111,0.5061317533439955
3663,hr7206.110,hr393.111,0.7477477313999071
7326,hr7275.110,hr393.111,0.5954445519651916
12223,hr7010.110,hr3930.111,0.5792180370207558
633,hr3389.110,hr3931.111,0.7096472930584199
12474,hr3951.110,hr3931.111,0.5566693393423295
9130,hr1165.110,hr3932.111,0.5200550631441516
3917,hr194.110,hr3932.111,0.5056161327087241
11387,hr3580.110,hr3932.111,0.5282477098063518
5298,hr4076.110,hr3932.111,0.5390650877061608
12427,hr6376.110,hr3932.111,0.9801294769584891
9974,hr6378.110,hr3932.111,0.9768882818519048
2608,hr1583.110,hr3935.111,0.7975795234705919
12649,hr2462.110,hr3935.111,0.6831100694239531
496,hr2766.110,hr3935.111,0.7031577445769361
5295,hr4077.110,hr3935.111,0.562048041542341
5611,hr1012.110,hr3936.111,0.5203432371894213
2426,hr241.110,hr3936.111,0.5443882969352973
6318,hr324.110,hr3936.111,0.5398221015788931
1787,hr3361.110,hr3936.111,0.515720417456546
11197,hr5754.110,hr3936.111,0.5453567175176177
6862,hr6143.110,hr3936.111,0.599379280796274
1023,hr6382.110,hr3936.111,0.5280382532678494
9005,hr7327.110,hr3936.111,0.6220797443099418
12382,hr6806.110,hr3937.111,0.7277706447019979
471,hr5842.110,hr3939.111,0.6834279609150843
468,hr5843.110,hr3939.111,0.6155523994464931
3319,hr1137.110,hr394.111,0.6653143450311089
9007,hr6980.110,hr394.111,0.7584876582808018
4070,hr1070.110,hr3942.111,0.5093834782614086
7674,hr4116.110,hr3942.111,0.898896238651029
4661,hr711.110,hr3943.111,0.5405775769450094
10746,hr1700.110,hr3944.111,0.5900996527867832
3870,hr4586.110,hr3945.111,0.5354258742961981
9842,hr3331.110,hr3946.111,0.6266650901824167
8911,hr67.110,hr3949.111,0.6098609346224747
2387,hr2916.110,hr395.111,0.6720843292753983
2038,hr2934.110,hr395.111,0.6015933921740957
10719,hr5087.110,hr395.111,0.6050763158005643
3762,hr5091.110,hr395.111,0.6340010196621136
1327,hr6417.110,hr395.111,0.5663709376421866
1586,hr1867.110,hr3950.111,0.5657509434518267
2686,hr2272.110,hr3950.111,0.628499107408517
6320,hr325.110,hr3950.111,0.5823759878161809
9333,hr3313.110,hr3950.111,0.9849867570579478
5092,hr362.110,hr3950.111,0.7138673117469924
1104,hr524.110,hr3950.111,0.534741169092536
9770,hr1374.110,hr3954.111,0.5278003992055155
573,hr1381.110,hr3957.111,0.5340754404585156
5789,hr2457.110,hr3957.111,0.5708594503918453
10527,hr5946.110,hr3957.111,0.8814778812826228
807,hr4297.110,hr3958.111,0.5856418024193089
1551,hr5691.110,hr3958.111,0.5104474746540905
8293,hr1461.110,hr3959.111,0.5343162607230275
2484,hr5244.110,hr3959.111,0.5169086451498889
7831,hr5988.110,hr3959.111,0.5295590166551545
4882,hr3591.110,hr396.111,0.7620593179061981
9735,hr5908.110,hr396.111,0.5663731638986502
11163,hr721.110,hr396.111,0.5996465827712466
5245,hr1200.110,hr3962.111,0.7150058336893187
1764,hr1328.110,hr3962.111,0.7233474390827461
4154,hr2034.110,hr3962.111,0.5371618841553653
12239,hr2147.110,hr3962.111,0.5099487920741611
11361,hr2184.110,hr3962.111,0.5406411376742432
219,hr2351.110,hr3962.111,0.5592766205617514
3515,hr2626.110,hr3962.111,0.6610728236510046
10488,hr2633.110,hr3962.111,0.5222752890185303
6098,hr2860.110,hr3962.111,0.5605165677903604
12839,hr2870.110,hr3962.111,0.528526990664344
3884,hr3000.110,hr3962.111,0.6349574440167026
10417,hr3014.110,hr3962.111,0.7152690295677626
10545,hr3162.110,hr3962.111,0.7299055133220901
3827,hr3269.110,hr3962.111,0.5776302615455426
9838,hr3333.110,hr3962.111,0.5572936886722758
1463,hr3341.110,hr3962.111,0.5035748410501738
9633,hr3507.110,hr3962.111,0.5731780335048287
7904,hr3800.110,hr3962.111,0.6064346105698808
5985,hr3888.110,hr3962.111,0.6227773080950955
5029,hr3963.110,hr3962.111,0.6064844341366233
10767,hr4230.110,hr3962.111,0.5075072804660924
10753,hr4232.110,hr3962.111,0.5149147193911618
10953,hr5348.110,hr3962.111,0.5048952413238663
6975,hr5442.110,hr3962.111,0.5747028179877353
12271,hr5496.110,hr3962.111,0.5020665242794485
10667,hr5885.110,hr3962.111,0.563542742265399
3075,hr5918.110,hr3962.111,0.506352404293811
10137,hr5923.110,hr3962.111,0.5113016993922409
4018,hr5955.110,hr3962.111,0.6377989929506084
12179,hr6110.110,hr3962.111,0.5204516326489013
2302,hr6210.110,hr3962.111,0.5058988709164493
2286,hr6212.110,hr3962.111,0.5926767932694367
11396,hr6331.110,hr3962.111,0.60806991152408
6850,hr6357.110,hr3962.111,0.505935754413557
6681,hr6444.110,hr3962.111,0.5021196150131704
8159,hr6699.110,hr3962.111,0.5479282238799535
9556,hr6898.110,hr3962.111,0.5743852163880201
4439,hr7079.110,hr3962.111,0.5511304759628213
854,hr7129.110,hr3962.111,0.5857193552610793
70,hr7166.110,hr3962.111,0.5058222992351423
6247,hr7192.110,hr3962.111,0.5070318636516962
367,hr7302.110,hr3962.111,0.5797961149241516
11435,hr979.110,hr3962.111,0.5486593618390218
9959,hr1121.110,hr3964.111,0.6380163426074025
9967,hr1122.110,hr3964.111,0.6579057388871437
9767,hr1375.110,hr3964.111,0.6023225829023321
11952,hr2084.110,hr3964.111,0.9164647633433972
11267,hr2685.110,hr3964.111,0.6781702178578448
6749,hr689.110,hr3964.111,0.5925609452764335
3659,hr7206.110,hr3964.111,0.5291212802679285
561,hr698.110,hr3968.111,0.7329520326962183
9142,hr1949.110,hr397.111,0.8614786978060907
5239,hr1200.110,hr3970.111,0.6280826915388643
214,hr2351.110,hr3970.111,0.5609357891159501
2720,hr2580.110,hr3970.111,0.6152942699278767
3504,hr2626.110,hr3970.111,0.8338155425945241
3880,hr3000.110,hr3970.111,0.6022320210857205
10411,hr3014.110,hr3970.111,0.5992825424902163
10539,hr3162.110,hr3970.111,0.5224750519378553
1461,hr3341.110,hr3970.111,0.5254408042275661
9631,hr3507.110,hr3970.111,0.5087849276807738
7898,hr3800.110,hr3970.111,0.5599167594312041
5980,hr3888.110,hr3970.111,0.5579161052179595
4949,hr4460.110,hr3970.111,0.6143717312498687
6970,hr5442.110,hr3970.111,0.5597799444202018
6064,hr5480.110,hr3970.111,0.6448433689224112
10664,hr5885.110,hr3970.111,0.598886779938027
3070,hr5918.110,hr3970.111,0.5312742945261182
10132,hr5923.110,hr3970.111,0.531985624660301
4005,hr5955.110,hr3970.111,0.7726647031285173
12174,hr6110.110,hr3970.111,0.5062041970991078
6491,hr6163.110,hr3970.111,0.5716058963862781
12791,hr6179.110,hr3970.111,0.5381056219041954
2297,hr6210.110,hr3970.111,0.5321359661491329
7164,hr6280.110,hr3970.111,0.5191625941922974
8154,hr6699.110,hr3970.111,0.5176068379651456
9551,hr6898.110,hr3970.111,0.5072367804373955
4437,hr7079.110,hr3970.111,0.5097358479957721
850,hr7129.110,hr3970.111,0.5370819261149522
11431,hr979.110,hr3970.111,0.6406211380873292
10473,hr2639.110,hr3971.111,0.5673604400731056
1459,hr3343.110,hr3971.111,0.6375671942933211
77,hr7166.110,hr3971.111,0.544631047243807
11777,hr914.110,hr3971.111,0.5388502523735959
1944,hr1150.110,hr3972.111,0.6777211133500863
6458,hr135.110,hr3972.111,0.5221433573892991
1409,hr1695.110,hr3972.111,0.5873059202432905
3246,hr1754.110,hr3972.111,0.582856504474171
9455,hr1819.110,hr3972.111,0.5472147376385755
10597,hr2024.110,hr3972.111,0.647959167462486
4135,hr2030.110,hr3972.111,0.5910097697167488
1832,hr2094.110,hr3972.111,0.5740676457410726
10868,hr230.110,hr3972.111,0.5651808117925079
4610,hr2416.110,hr3972.111,0.5135598085488691
1874,hr2544.110,hr3972.111,0.5039173816933458
2981,hr265.110,hr3972.111,0.6806404476370113
3466,hr2822.110,hr3972.111,0.5265007682721385
4340,hr3244.110,hr3972.111,0.6824562599538301
7476,hr3398.110,hr3972.111,0.5473054804244012
5651,hr3417.110,hr3972.111,0.7164885209653633
3610,hr3495.110,hr3972.111,0.5847935355660135
11923,hr351.110,hr3972.111,0.5233930306751524
2886,hr3519.110,hr3972.111,0.6794818902302556
2339,hr3538.110,hr3972.111,0.5924768802056529
6886,hr3666.110,hr3972.111,0.5441090219780058
3725,hr3724.110,hr3972.111,0.5237779041692301
6779,hr3844.110,hr3972.111,0.5147546062133376
12554,hr4239.110,hr3972.111,0.6012011082358262
14,hr489.110,hr3972.111,0.5483715533540081
8823,hr5235.110,hr3972.111,0.6416185056212999
7557,hr533.110,hr3972.111,0.5802331500307981
7594,hr537.110,hr3972.111,0.5289963471766241
12328,hr5672.110,hr3972.111,0.6863869683682858
8445,hr572.110,hr3972.111,0.6547856313753687
11173,hr5755.110,hr3972.111,0.5884003551080793
12005,hr5794.110,hr3972.111,0.5383698664533436
4474,hr5976.110,hr3972.111,0.505809213466316
7783,hr5980.110,hr3972.111,0.7338332623240944
11050,hr6072.110,hr3972.111,0.5518214785225769
3178,hr6171.110,hr3972.111,0.5309185125669295
11789,hr6396.110,hr3972.111,0.9489804561718618
5573,hr6540.110,hr3972.111,0.5131893414986083
10005,hr6714.110,hr3972.111,0.5476521240045563
12406,hr6808.110,hr3972.111,0.531069523801955
5333,hr7007.110,hr3972.111,0.6768887973020917
10825,hr7049.110,hr3972.111,0.5721180547545319
1224,hr7104.110,hr3972.111,0.6637773329874879
940,hr7203.110,hr3972.111,0.5962492907866948
3655,hr7206.110,hr3972.111,0.551360715154284
7312,hr7275.110,hr3972.111,0.6745009340618412
6245,hr7127.110,hr3973.111,0.5136527783912446
5624,hr3944.110,hr3974.111,0.9450785096351626
8294,hr1461.110,hr3977.111,0.661875379260435
12252,hr2146.110,hr3977.111,0.548782819323977
8434,hr2885.110,hr3977.111,0.5135923337898136
1451,hr3347.110,hr3977.111,0.5550574149621853
2486,hr5244.110,hr3977.111,0.7175335153711289
242,hr5280.110,hr3977.111,0.6236531337742091
7833,hr5988.110,hr3977.111,0.557101411759582
3235,hr873.110,hr3977.111,0.5400528468164612
10253,hr3711.110,hr3981.111,0.972942343420384
11544,hr6045.110,hr3981.111,0.6169391667595465
1444,hr4319.110,hr3983.111,0.6348460621142282
2711,hr2585.110,hr3987.111,0.7966364215039513
7896,hr3800.110,hr3987.111,0.5374139558120113
3700,hr5545.110,hr3987.111,0.8014898229904556
10662,hr5885.110,hr3987.111,0.8168591901920107
425,hr3443.110,hr3988.111,0.5958753842197376
10165,hr669.110,hr399.111,0.9834324390535989
9248,hr1542.110,hr3991.111,0.668855585890157
10267,hr5718.110,hr3991.111,0.5151616233365418
12593,hr3402.110,hr3993.111,0.9899051377035978
560,hr698.110,hr3996.111,0.5804681608680066
7771,hr5985.110,hr3998.111,0.8759163121528645
761,hr2522.110,hr40.111,0.5160084742310238
6789,hr3844.110,hr40.111,0.5413837915388259
9277,hr40.110,hr40.111,0.9955732477026017
11494,hr3914.110,hr400.111,0.856071292256948
4596,hr5505.110,hr4004.111,0.9849069432629176
3805,hr1739.110,hr4005.111,0.5304286658085587
2666,hr3189.110,hr4005.111,0.7481610338243062
11503,hr3773.110,hr4005.111,0.5302531968007735
6983,hr5440.110,hr4005.111,0.6107168633782172
2332,hr6304.110,hr4005.111,0.6116971787302192
1766,hr1328.110,hr4006.111,0.5992306288599156
10237,hr2005.110,hr4006.111,0.5182348152132326
8197,hr1296.110,hr4009.111,0.9905847525508259
8492,hr2081.110,hr4009.111,0.53411136221679
2025,hr2938.110,hr4009.111,0.5076975006069837
6599,hr492.110,hr4009.111,0.5701824806089401
6429,hr6470.110,hr401.111,0.9910793597466326
3540,hr679.110,hr4010.111,0.5727053544655368
2940,hr6491.110,hr4011.111,0.6137474444119941
9113,hr1839.110,hr4012.111,0.578683261243373
1730,hr91.110,hr4014.111,0.5137194383521709
576,hr1929.110,hr4015.111,0.8809866353855555
12115,hr4042.110,hr4015.111,0.6450921004900089
7184,hr6289.110,hr4015.111,0.5917992591633825
4847,hr2833.110,hr4019.111,0.717440022368175
5463,hr2842.110,hr4019.111,0.6842593164434779
6984,hr5449.110,hr4019.111,0.6117577204662333
6707,hr5856.110,hr402.111,0.5185411051030349
11629,hr6996.110,hr402.111,0.9412968077496855
722,hr505.110,hr4024.111,0.791933970615966
1445,hr3346.110,hr4025.111,0.6593316685861959
1782,hr3369.110,hr4025.111,0.658654538857147
1642,hr394.110,hr4025.111,0.6582022425657975
585,hr1435.110,hr4028.111,0.5688033865547703
10233,hr2005.110,hr4028.111,0.5372804093819924
4386,hr2190.110,hr4028.111,0.5389052521868709
3871,hr3008.110,hr4028.111,0.8767491116755707
8910,hr67.110,hr4028.111,0.5948687688570474
2670,hr3184.110,hr4029.111,0.6690375197713837
11263,hr6364.110,hr4029.111,0.8939053856444168
5838,hr1227.110,hr403.111,0.6088362891662888
12049,hr1235.110,hr403.111,0.5252350430521177
8589,hr1850.110,hr403.111,0.597166436447903
8603,hr1851.110,hr403.111,0.6773193597264696
11283,hr1980.110,hr403.111,0.5556386303161794
11273,hr1982.110,hr403.111,0.5306335263585727
4458,hr2378.110,hr403.111,0.6875590684742329
12834,hr2874.110,hr403.111,0.5928234050136886
1806,hr2895.110,hr403.111,0.5023452208532011
9241,hr2926.110,hr403.111,0.5047548340419886
2030,hr2930.110,hr403.111,0.6167685516925361
3439,hr3067.110,hr403.111,0.5602319598359056
10040,hr3074.110,hr403.111,0.5318126958801567
9821,hr3329.110,hr403.111,0.9987029097310571
9191,hr3521.110,hr403.111,0.5207210705378377
9196,hr3524.110,hr403.111,0.5002422913841099
788,hr4161.110,hr403.111,0.9533931563220684
12280,hr5490.110,hr403.111,0.6064846933953585
10707,hr5772.110,hr403.111,0.6330553943178269
11967,hr5829.110,hr403.111,0.5294296099552382
2321,hr6216.110,hr403.111,0.5423904734791134
979,hr7221.110,hr403.111,0.5144948291902417
9533,hr840.110,hr403.111,0.5047281706428246
5509,hr5643.110,hr4032.111,0.5618643812572144
8997,hr7325.110,hr4032.111,0.5875951622965678
579,hr1929.110,hr4035.111,0.508478608469096
1439,hr1693.110,hr4036.111,0.8398637765013027
6835,hr1623.110,hr4037.111,0.5919162704380038
2217,hr1794.110,hr4037.111,0.6293634426375473
10689,hr2289.110,hr4037.111,0.7779772231197832
9105,hr3055.110,hr4037.111,0.5654707137303857
7524,hr6617.110,hr4037.111,0.5861683481218917
9565,hr7289.110,hr4037.111,0.629705145340436
5608,hr1012.110,hr4038.111,0.7613481219271957
223,hr2351.110,hr4038.111,0.5874947562320222
2422,hr241.110,hr4038.111,0.7670886275280715
3520,hr2626.110,hr4038.111,0.7280348046191435
6313,hr324.110,hr4038.111,0.7663947272475506
5991,hr3888.110,hr4038.111,0.5806136793862487
4959,hr4460.110,hr4038.111,0.6155637421415929
7002,hr5449.110,hr4038.111,0.5533283897505086
6069,hr5480.110,hr4038.111,0.5048204493128111
3078,hr5918.110,hr4038.111,0.5993593317046506
10142,hr5923.110,hr4038.111,0.7321524765409331
4027,hr5955.110,hr4038.111,0.8759026714185708
12183,hr6110.110,hr4038.111,0.5797747238891764
2305,hr6210.110,hr4038.111,0.5996705562945375
7169,hr6280.110,hr4038.111,0.5277405312675779
8161,hr6699.110,hr4038.111,0.6175419704884795
2458,hr6963.110,hr4038.111,0.5035419221408348
861,hr7129.110,hr4038.111,0.6115268392068236
11440,hr979.110,hr4038.111,0.6588072875048763
2721,hr2580.110,hr4039.111,0.8666773052456821
3507,hr2626.110,hr4039.111,0.6437658832808111
9654,hr3509.110,hr4039.111,0.5107182869853865
6066,hr5480.110,hr4039.111,0.8285764602247139
4009,hr5955.110,hr4039.111,0.5157088941472667
3684,hr2016.110,hr404.111,0.8963870039395212
1919,hr6156.110,hr4040.111,0.5208435135302043
7957,hr860.110,hr4040.111,0.6193368098183436
11231,hr1273.110,hr4044.111,0.9368378451209408
11948,hr358.110,hr4044.111,0.6038631401745147
4379,hr3249.110,hr4045.111,0.8455645465794517
1024,hr1418.110,hr4048.111,0.6184544363869561
12081,hr1944.110,hr4048.111,0.7027388222765785
9356,hr2048.110,hr4048.111,0.578853486432603
4854,hr2179.110,hr4048.111,0.6961667252452778
4397,hr2199.110,hr4048.111,0.7846278424260109
9074,hr2201.110,hr4048.111,0.7171080946001719
5843,hr3051.110,hr4048.111,0.537521805324381
