113,112,similarity
hr3368.113,hr319.112,0.796567893
hr3368.113,hr616.112,0.532604759
hr3368.113,hr6188.112,0.604863767
hr337.113,hr419.112,0.712986038
hr337.113,hr453.112,0.528313697
hr337.113,hr590.112,0.511896073
hr3370.113,hr1026.112,0.756150884
hr3370.113,hr1309.112,0.784085648
hr3370.113,hr1430.112,0.637644865
hr3370.113,hr1453.112,0.675654045
hr3370.113,hr2078.112,0.602173155
hr3370.113,hr3628.112,0.520574452
hr3370.113,hr3630.112,0.608070941
hr3370.113,hr4020.112,0.529774811
hr3370.113,hr435.112,0.713594704
hr3370.113,hr5652.112,0.764651553
hr3370.113,hr5740.112,0.700390131
hr3370.113,hr6186.112,0.642216215
hr3370.113,hr700.112,0.651808916
hr3370.113,hr764.112,0.524003727
hr3370.113,hr902.112,0.615270417
hr3372.113,hr10.112,0.696151085
hr3372.113,hr1155.112,0.629792836
hr3372.113,hr2835.112,0.553257338
hr3372.113,hr2855.112,0.505641386
hr3372.113,hr4116.112,0.623971921
hr3372.113,hr6333.112,0.662671825
hr3372.113,hr6452.112,0.619982716
hr3376.113,hr105.112,0.601621345
hr3376.113,hr1050.112,0.519736004
hr3376.113,hr299.112,0.57969732
hr3376.113,hr3000.112,0.602600572
hr3376.113,hr364.112,0.568211906
hr3376.113,hr3682.112,0.598410794
hr3376.113,hr397.112,0.562687909
hr3376.113,hr4242.112,0.637823547
hr3376.113,hr6299.112,0.526260746
hr3377.113,hr4304.112,0.807781404
hr3378.113,hr6226.112,0.602718917
hr338.113,hr5934.112,0.562089567
hr3380.113,hr1026.112,0.756416997
hr3380.113,hr1309.112,0.765078544
hr3380.113,hr1430.112,0.670135974
hr3380.113,hr1453.112,0.680712453
hr3380.113,hr2078.112,0.572117011
hr3380.113,hr3628.112,0.542411082
hr3380.113,hr3630.112,0.541664903
hr3380.113,hr4020.112,0.510390169
hr3380.113,hr435.112,0.711401
hr3380.113,hr5652.112,0.720125503
hr3380.113,hr5740.112,0.712226907
hr3380.113,hr6186.112,0.610944
hr3380.113,hr700.112,0.675979994
hr3380.113,hr764.112,0.56660406
hr3380.113,hr902.112,0.621034712
hr3381.113,hr1892.112,0.638624246
hr3381.113,hr5743.112,0.675239142
hr3381.113,hr754.112,0.673504805
hr3388.113,hr4305.112,0.834177544
hr339.113,hr126.112,0.791641247
hr3393.113,hr6522.112,0.599610148
hr3395.113,hr2742.112,0.532460417
hr3395.113,hr2826.112,0.599392179
hr3395.113,hr3402.112,0.559710871
hr3395.113,hr5845.112,0.518721843
hr3395.113,hr6030.112,0.539612458
hr3396.113,hr3290.112,0.719365805
hr34.113,hr6680.112,0.763632726
hr340.113,hr4390.112,0.838763885
hr3400.113,hr6304.112,0.793710751
hr3401.113,hr415.112,0.647064971
hr3402.113,hr2361.112,0.875637047
hr3402.113,hr4101.112,0.624072907
hr3402.113,hr5794.112,0.604940617
hr3402.113,hr6706.112,0.509905302
hr3404.113,hr3102.112,0.818055587
hr3406.113,hr105.112,0.575146228
hr3406.113,hr2676.112,0.5030568
hr3406.113,hr299.112,0.509148504
hr3406.113,hr3000.112,0.575217456
hr3406.113,hr3299.112,0.508040138
hr3406.113,hr364.112,0.532149825
hr3406.113,hr3682.112,0.558846251
hr3406.113,hr397.112,0.519843685
hr3406.113,hr4242.112,0.598253384
hr3408.113,hr1298.112,0.536051925
hr3408.113,hr1318.112,0.53417333
hr3408.113,hr1854.112,0.608465752
hr3408.113,hr240.112,0.561890505
hr3408.113,hr3298.112,0.511228117
hr3408.113,hr3723.112,0.571396332
hr3408.113,hr6372.112,0.584022469
hr3408.113,hr6563.112,0.531547736
hr3408.113,hr805.112,0.824634983
hr3408.113,hr809.112,0.56392101
hr3408.113,hr814.112,0.503308247
hr3408.113,hr837.112,0.596910089
hr3409.113,hr3009.112,0.686410317
hr341.113,hr2151.112,0.817435461
hr3411.113,hr1237.112,0.533171351
hr3411.113,hr241.112,0.548313842
hr3411.113,hr3377.112,0.521377958
hr3411.113,hr4193.112,0.517472472
hr3411.113,hr4267.112,0.574603724
hr3411.113,hr5544.112,0.516249324
hr3411.113,hr643.112,0.625807226
hr3412.113,hr5720.112,0.507201138
hr3412.113,hr6557.112,0.704881605
hr3415.113,hr6453.112,0.610489015
hr342.113,hr1508.112,0.588967245
hr342.113,hr1551.112,0.826053484
hr342.113,hr2496.112,0.529223326
hr342.113,hr6261.112,0.536497561
hr3422.113,hr6627.112,0.740684164
hr3427.113,hr2688.112,0.685018869
hr3428.113,hr132.112,0.514293519
hr3435.113,hr1138.112,0.519919127
hr3435.113,hr1419.112,0.646830944
hr3435.113,hr3169.112,0.573263787
hr3435.113,hr3405.112,0.648918436
hr3435.113,hr3535.112,0.550061164
hr3435.113,hr471.112,0.532787032
hr3435.113,hr667.112,0.907577012
hr3435.113,hr778.112,0.657445724
hr3437.113,hr2624.112,0.54508649
hr3437.113,hr6522.112,0.688770741
hr344.113,hr1150.112,0.509378534
hr344.113,hr1943.112,0.623806895
hr3445.113,hr6700.112,0.710208168
hr3446.113,hr6506.112,0.525904033
hr3448.113,hr3606.112,0.590396996
hr345.113,hr345.112,0.726402699
hr3450.113,hr105.112,0.531287577
hr3450.113,hr3000.112,0.540729816
hr3450.113,hr364.112,0.500632746
hr3450.113,hr3682.112,0.509788243
hr3451.113,hr1854.112,0.558953669
hr3451.113,hr6455.112,0.674102834
hr3451.113,hr6563.112,0.656167057
hr3454.113,hr3601.112,0.79156704
hr3457.113,hr2365.112,0.50988026
hr346.113,hr4971.112,0.596114644
hr3460.113,hr3235.112,0.651133658
hr3461.113,hr2098.112,0.514141753
hr3461.113,hr2794.112,0.51953716
hr3461.113,hr3322.112,0.529096041
hr3461.113,hr4297.112,0.50138541
hr3462.113,hr105.112,0.563436088
hr3462.113,hr1050.112,0.633847565
hr3462.113,hr299.112,0.582070044
hr3462.113,hr3000.112,0.572391663
hr3462.113,hr3682.112,0.589276953
hr3462.113,hr397.112,0.567272425
hr3462.113,hr6299.112,0.636664563
hr3464.113,hr2838.112,0.511201385
hr3467.113,hr1749.112,0.71709114
hr347.113,hr2536.112,0.857515273
hr3476.113,hr2624.112,0.573649752
hr3476.113,hr6522.112,0.736494674
hr3479.113,hr4375.112,0.71474988
hr348.113,hr3840.112,0.852030443
hr3480.113,hr1024.112,0.726165865
hr3481.113,hr1895.112,0.779551587
hr3482.113,hr4002.112,0.572812666
hr3482.113,hr6695.112,0.805591184
hr3482.113,hr757.112,0.739935268
hr3485.113,hr1047.112,0.550276936
hr3485.113,hr2810.112,0.830086314
hr3485.113,hr972.112,0.528926258
hr3486.113,hr3264.112,0.639019643
hr3489.113,hr105.112,0.507507397
hr3489.113,hr3000.112,0.507979849
hr3489.113,hr3682.112,0.517378019
hr349.113,hr3454.112,0.536326347
hr3490.113,hr3148.112,0.774160228
hr3490.113,hr35.112,0.503643929
hr3491.113,hr1174.112,0.578766027
hr3491.113,hr2230.112,0.718787883
hr3493.113,hr5712.112,0.527457183
hr3497.113,hr2481.112,0.517580844
hr3497.113,hr5938.112,0.75566715
hr3498.113,hr2435.112,0.742719437
hr3501.113,hr287.112,0.516109541
hr3501.113,hr2963.112,0.711336598
hr3502.113,hr1678.112,0.773368217
hr3504.113,hr416.112,0.511553667
hr3507.113,hr6719.112,0.520094823
hr3509.113,hr1016.112,0.538631678
hr3509.113,hr3507.112,0.539685139
hr3509.113,hr3771.112,0.593358115
hr351.113,hr452.112,0.501621676
hr3511.113,hr1026.112,0.660963924
hr3511.113,hr1309.112,0.683989919
hr3511.113,hr1430.112,0.560804896
hr3511.113,hr1453.112,0.589403152
hr3511.113,hr2078.112,0.540334143
hr3511.113,hr3630.112,0.520367851
hr3511.113,hr435.112,0.633365584
hr3511.113,hr5652.112,0.657540694
hr3511.113,hr5740.112,0.611906831
hr3511.113,hr6186.112,0.554974708
hr3511.113,hr700.112,0.573054674
hr3511.113,hr902.112,0.569517334
hr3512.113,hr1654.112,0.567548504
hr3513.113,hr2657.112,0.772644132
hr3516.113,hr1647.112,0.571360642
hr3516.113,hr2203.112,0.536400361
hr3516.113,hr6401.112,0.51469905
hr3516.113,hr6527.112,0.540110856
hr3519.113,hr1355.112,0.633607561
hr3519.113,hr1640.112,0.592350408
hr352.113,hr462.112,0.634042516
hr3522.113,hr105.112,0.630949568
hr3522.113,hr1409.112,0.557989353
hr3522.113,hr299.112,0.558831055
hr3522.113,hr3000.112,0.639946721
hr3522.113,hr3299.112,0.555381956
hr3522.113,hr346.112,0.520020322
hr3522.113,hr364.112,0.60753094
hr3522.113,hr3682.112,0.614182775
hr3522.113,hr371.112,0.53110249
hr3522.113,hr397.112,0.575675264
hr3522.113,hr4224.112,0.507864629
hr3522.113,hr4242.112,0.637879426
hr3528.113,hr866.112,0.699042384
hr353.113,hr6583.112,0.732616374
hr3530.113,hr2730.112,0.534619
hr3531.113,hr537.112,0.513228831
hr3532.113,hr469.112,0.719216543
hr3533.113,hr1719.112,0.506584495
hr3536.113,hr3169.112,0.544099358
hr3536.113,hr3989.112,0.573618598
hr3536.113,hr3990.112,0.565677657
hr3536.113,hr751.112,0.609141233
hr3536.113,hr778.112,0.518127154
hr3537.113,hr132.112,0.521412645
hr3537.113,hr689.112,0.793847374
hr354.113,hr1523.112,0.599410556
hr354.113,hr6628.112,0.619104135
hr3543.113,hr3619.112,0.603782669
hr3545.113,hr6407.112,0.535914164
hr3545.113,hr6506.112,0.507407742
hr3546.113,hr3346.112,0.530243217
hr3549.113,hr6035.112,0.890454942
hr3554.113,hr4042.112,0.778063413
hr3555.113,hr4053.112,0.564612021
hr3558.113,hr2754.112,0.832866061
hr3559.113,hr6119.112,0.726273368
hr356.113,hr1053.112,0.523954775
hr356.113,hr4027.112,0.772475354
hr3560.113,hr3618.112,0.54229734
hr3563.113,hr2130.112,0.718836049
hr3565.113,hr182.112,0.694835606
hr3565.113,hr2015.112,0.604238498
hr3565.113,hr2506.112,0.595692875
hr3565.113,hr2623.112,0.508043194
hr3565.113,hr2680.112,0.551709045
hr3565.113,hr294.112,0.551352488
hr3565.113,hr3095.112,0.684301138
hr3565.113,hr3493.112,0.583745701
hr3565.113,hr3846.112,0.511834026
hr3565.113,hr4291.112,0.686654845
hr3565.113,hr4295.112,0.503038633
hr3565.113,hr606.112,0.524705138
hr3565.113,hr623.112,0.522869209
hr3565.113,hr6263.112,0.651468344
hr3565.113,hr6314.112,0.531362693
hr3565.113,hr6315.112,0.551692711
hr3565.113,hr6505.112,0.545466734
hr3565.113,hr6539.112,0.590720106
hr3565.113,hr6613.112,0.501318847
hr3565.113,hr720.112,0.56977611
hr3565.113,hr744.112,0.680120164
hr3565.113,hr779.112,0.590282946
hr3567.113,hr3399.112,0.509772582
hr3567.113,hr6645.112,0.517791282
hr3568.113,hr4207.112,0.66970817
hr3569.113,hr6046.112,0.655905902
hr3571.113,hr5905.112,0.848828933
hr3572.113,hr2027.112,0.670268345
hr3572.113,hr2154.112,0.682453036
hr3572.113,hr2155.112,0.681108957
hr3572.113,hr2156.112,0.677006516
hr3572.113,hr4150.112,0.51130499
hr3572.113,hr4311.112,0.66169639
hr3572.113,hr6354.112,0.763968175
hr3572.113,hr6425.112,0.626262326
hr3574.113,hr5745.112,0.721105957
hr3576.113,hr5799.112,0.53465073
hr3576.113,hr5828.112,0.576458271
hr3576.113,hr6594.112,0.513973129
hr3577.113,hr182.112,0.599803768
hr3577.113,hr2015.112,0.561041403
hr3577.113,hr2506.112,0.544806222
hr3577.113,hr3095.112,0.68529754
hr3577.113,hr3493.112,0.544015607
hr3577.113,hr4291.112,0.626247068
hr3577.113,hr6263.112,0.573921902
hr3577.113,hr6539.112,0.530833355
hr3577.113,hr720.112,0.528206582
hr3577.113,hr744.112,0.620374663
hr3577.113,hr779.112,0.541289622
hr358.113,hr6385.112,0.845222447
hr3581.113,hr2466.112,0.819386626
hr3584.113,hr6105.112,0.646073942
hr3585.113,hr6698.112,0.661406486
hr359.113,hr2342.112,0.801033331
hr359.113,hr6691.112,0.835893953
hr3590.113,hr2834.112,0.581565717
hr3590.113,hr4089.112,0.589031911
hr3591.113,hr2799.112,0.693527157
hr3592.113,hr3787.112,0.542823533
hr3596.113,hr6258.112,0.765406293
hr3597.113,hr328.112,0.845166891
hr3598.113,hr2676.112,0.519816346
hr36.113,hr157.112,0.616895164
hr3601.113,hr2299.112,0.633463547
hr3605.113,hr3734.112,0.605025312
hr3606.113,hr3377.112,0.533330133
hr3606.113,hr41.112,0.520032526
hr3607.113,hr3326.112,0.502035099
hr3607.113,hr782.112,0.616964006
hr361.113,hr608.112,0.810846757
hr3610.113,hr2830.112,0.500903968
hr3610.113,hr3589.112,0.527199898
hr3612.113,hr6273.112,0.825927634
hr3618.113,hr1438.112,0.896301923
hr362.113,hr266.112,0.688190484
hr362.113,hr267.112,0.683200337
hr3621.113,hr105.112,0.545541094
hr3621.113,hr3000.112,0.551277919
hr3621.113,hr364.112,0.530251304
hr3621.113,hr3682.112,0.511818145
hr3621.113,hr4242.112,0.57696578
hr3622.113,hr105.112,0.809838716
hr3622.113,hr1050.112,0.715793437
hr3622.113,hr1200.112,0.562506417
hr3622.113,hr1409.112,0.608296268
hr3622.113,hr2010.112,0.511165316
hr3622.113,hr299.112,0.757288831
hr3622.113,hr3000.112,0.814534428
hr3622.113,hr3299.112,0.553142648
hr3622.113,hr346.112,0.515919899
hr3622.113,hr364.112,0.743564519
hr3622.113,hr3682.112,0.850193547
hr3622.113,hr371.112,0.523121981
hr3622.113,hr397.112,0.803031635
hr3622.113,hr4224.112,0.565769311
hr3622.113,hr4242.112,0.667845621
hr3622.113,hr6299.112,0.729774682
hr3622.113,hr969.112,0.512066027
hr3623.113,hr3606.112,0.564473733
hr3624.113,hr1486.112,0.837424197
hr3629.113,hr1006.112,0.528358861
hr363.113,hr266.112,0.633468761
hr363.113,hr267.112,0.685780332
hr3630.113,hr6187.112,0.812588354
hr3636.113,hr1737.112,0.519443894
hr3636.113,hr4321.112,0.656077166
hr3637.113,hr503.112,0.533058824
hr3637.113,hr6409.112,0.523580996
hr364.113,hr3812.112,0.692875722
hr364.113,hr5824.112,0.572119906
hr3642.113,hr182.112,0.659141075
hr3642.113,hr2015.112,0.582037106
hr3642.113,hr2506.112,0.540959245
hr3642.113,hr2680.112,0.506529472
hr3642.113,hr3095.112,0.647312387
hr3642.113,hr3493.112,0.834697133
hr3642.113,hr4291.112,0.644101391
hr3642.113,hr623.112,0.510561957
hr3642.113,hr6263.112,0.596785235
hr3642.113,hr6315.112,0.506393326
hr3642.113,hr6505.112,0.505426638
hr3642.113,hr6539.112,0.538000474
hr3642.113,hr720.112,0.541717206
hr3642.113,hr744.112,0.637730335
hr3642.113,hr779.112,0.536397611
hr3648.113,hr743.112,0.623567046
hr365.113,hr3812.112,0.600367843
hr365.113,hr5824.112,0.768683361
hr3651.113,hr182.112,0.653799984
hr3651.113,hr2015.112,0.577121528
hr3651.113,hr2506.112,0.537194927
hr3651.113,hr2680.112,0.503631958
hr3651.113,hr3095.112,0.642688597
hr3651.113,hr3493.112,0.828709536
hr3651.113,hr4291.112,0.638948695
hr3651.113,hr623.112,0.507024255
hr3651.113,hr6263.112,0.592333611
hr3651.113,hr6315.112,0.50361762
hr3651.113,hr6505.112,0.501683306
hr3651.113,hr6539.112,0.533870622
hr3651.113,hr720.112,0.538197146
hr3651.113,hr744.112,0.633161816
hr3651.113,hr779.112,0.532640701
hr3653.113,hr1312.112,0.725530018
hr3654.113,hr2196.112,0.544058607
hr3654.113,hr2266.112,0.512938496
hr3654.113,hr5967.112,0.587445085
hr366.113,hr2492.112,0.728244376
hr3665.113,hr1311.112,0.735111124
hr3666.113,hr2495.112,0.517728698
hr3666.113,hr2669.112,0.538541583
hr367.113,hr10.112,0.805702865
hr367.113,hr1155.112,0.523031355
hr367.113,hr4116.112,0.788112815
hr367.113,hr6333.112,0.785455922
hr367.113,hr6452.112,0.548720709
hr3672.113,hr3279.112,0.561694574
hr3673.113,hr1614.112,0.697448931
hr3675.113,hr3095.112,0.512783472
hr3675.113,hr3309.112,0.752148379
hr3675.113,hr4291.112,0.518893466
hr3680.113,hr5937.112,0.513062176
hr3680.113,hr6417.112,0.637372988
hr3681.113,hr5866.112,0.513988188
hr3689.113,hr645.112,0.696637124
hr369.113,hr6297.112,0.707964862
hr3690.113,hr2228.112,0.520452711
hr3690.113,hr2247.112,0.555470244
hr3690.113,hr2253.112,0.532627405
hr3690.113,hr4366.112,0.531656778
hr3690.113,hr6517.112,0.545805095
hr3692.113,hr5732.112,0.882278237
hr3693.113,hr1026.112,0.624168246
hr3693.113,hr1309.112,0.636741544
hr3693.113,hr1430.112,0.545006628
hr3693.113,hr1453.112,0.547762248
hr3693.113,hr435.112,0.594466507
hr3693.113,hr5652.112,0.621398406
hr3693.113,hr5740.112,0.577749439
hr3693.113,hr700.112,0.508354
hr3696.113,hr174.112,0.55123509
hr3696.113,hr3674.112,0.698579117
hr3696.113,hr4263.112,0.569496364
hr3696.113,hr6221.112,0.547596376
hr3697.113,hr2226.112,0.784963178
hr3697.113,hr2295.112,0.60895348
hr3697.113,hr4227.112,0.617173855
hr3697.113,hr4297.112,0.620921916
hr3699.113,hr4022.112,0.811047453
hr370.113,hr234.112,0.868473682
hr3701.113,hr6524.112,0.653718153
hr3709.113,hr3995.112,0.749595763
hr371.113,hr2685.112,0.689630744
hr3711.113,hr1489.112,0.603803926
hr3715.113,hr147.112,0.591201595
hr3715.113,hr1483.112,0.502850399
hr3715.113,hr3026.112,0.516477687
hr3715.113,hr6160.112,0.514132863
hr3715.113,hr6679.112,0.521344239
hr3717.113,hr1200.112,0.606748331
hr3717.113,hr1833.112,0.502230097
hr3717.113,hr2954.112,0.590744836
hr3717.113,hr5989.112,0.603388592
hr3717.113,hr5996.112,0.532452323
hr3717.113,hr751.112,0.565673057
hr3718.113,hr1066.112,0.841879568
hr372.113,hr3883.112,0.568073051
hr3720.113,hr3675.112,0.725116385
hr3723.113,hr2954.112,0.528780952
hr3723.113,hr3381.112,0.738498205
hr3724.113,hr1860.112,0.779646347
hr3725.113,hr2888.112,0.739366917
hr3725.113,hr3476.112,0.545137256
hr3727.113,hr6172.112,0.632981441
hr3728.113,hr3142.112,0.822434629
hr3729.113,hr3818.112,0.531787245
hr3729.113,hr4107.112,0.522465617
hr3729.113,hr497.112,0.555247095
hr3729.113,hr5840.112,0.524576696
hr3729.113,hr6571.112,0.701914599
hr373.113,hr1568.112,0.800183004
hr3733.113,hr1518.112,0.66976237
hr3738.113,hr6434.112,0.811994878
hr3739.113,hr2412.112,0.521469307
hr374.113,hr2220.112,0.866789466
hr3741.113,hr3051.112,0.690988953
hr3743.113,hr6361.112,0.784797375
hr3743.113,hr6381.112,0.865200188
hr3745.113,hr105.112,0.576604749
hr3745.113,hr299.112,0.532641772
hr3745.113,hr3000.112,0.583998176
hr3745.113,hr364.112,0.528098015
hr3745.113,hr3682.112,0.58926387
hr3745.113,hr397.112,0.555511222
hr3745.113,hr4242.112,0.535093953
hr3745.113,hr6299.112,0.520366396
hr3746.113,hr283.112,0.561277899
hr3746.113,hr42.112,0.501174631
hr3746.113,hr5901.112,0.620487508
hr3746.113,hr6076.112,0.577689581
hr3746.113,hr6211.112,0.716463402
hr3746.113,hr631.112,0.517595774
hr3747.113,hr2353.112,0.60621608
hr3748.113,hr1237.112,0.544166086
hr3748.113,hr4193.112,0.515700259
hr3748.113,hr491.112,0.82399772
hr3748.113,hr643.112,0.547554699
hr375.113,hr1912.112,0.679322898
hr3750.113,hr1200.112,0.575351816
hr3750.113,hr1409.112,0.581776875
hr3750.113,hr1629.112,0.511286499
hr3750.113,hr2.112,0.514000745
hr3750.113,hr2363.112,0.531245773
hr3750.113,hr3586.112,0.552420577
hr3750.113,hr5.112,0.524212313
hr3750.113,hr6107.112,0.586680846
hr3750.113,hr6389.112,0.503790263
hr3751.113,hr6066.112,0.54039287
hr3753.113,hr1299.112,0.501673945
hr3753.113,hr1561.112,0.560491578
hr3753.113,hr3049.112,0.515015839
hr3753.113,hr5964.112,0.605557615
hr3754.113,hr3530.112,0.816155234
hr3756.113,hr1805.112,0.501022346
hr3757.113,hr132.112,0.507485425
hr3757.113,hr1693.112,0.588389457
hr3757.113,hr942.112,0.598582876
hr376.113,hr2084.112,0.875948656
hr3761.113,hr6578.112,0.744320794
hr3766.113,hr1280.112,0.677584661
hr3766.113,hr1320.112,0.619729227
hr377.113,hr1519.112,0.808908855
hr3774.113,hr1085.112,0.727688749
hr3774.113,hr3324.112,0.514466306
hr3779.113,hr5743.112,0.503316776
hr378.113,hr1295.112,0.793587981
hr378.113,hr3989.112,0.532065324
hr378.113,hr778.112,0.514872885
hr3788.113,hr1956.112,0.557535806
hr379.113,hr1294.112,0.884667234
hr379.113,hr1342.112,0.630154979
hr379.113,hr2445.112,0.524179864
hr379.113,hr3490.112,0.507615916
hr379.113,hr3989.112,0.602966608
hr379.113,hr3990.112,0.600150242
hr379.113,hr472.112,0.628630793
hr379.113,hr5546.112,0.569759668
hr379.113,hr5654.112,0.502687595
hr379.113,hr5933.112,0.693988028
hr3791.113,hr636.112,0.507110391
hr3792.113,hr3520.112,0.508223973
hr3793.113,hr62.112,0.698571617
hr3799.113,hr1328.112,0.631591614
hr38.113,hr1058.112,0.717592977
hr380.113,hr4349.112,0.7378162
hr3804.113,hr3520.112,0.511980705
hr3807.113,hr2588.112,0.546447231
hr3809.113,hr2740.112,0.70539683
hr381.113,hr4320.112,0.707887558
hr3816.113,hr506.112,0.642804647
hr3817.113,hr1276.112,0.503791929
hr3817.113,hr354.112,0.714619252
hr3818.113,hr91.112,0.554049941
hr382.113,hr302.112,0.571267596
hr3821.113,hr2220.112,0.866373737
hr3822.113,hr4187.112,0.540240094
hr3823.113,hr354.112,0.552629136
hr3824.113,hr3346.112,0.534282457
hr3825.113,hr1338.112,0.50291914
hr3825.113,hr14.112,0.501982466
hr3825.113,hr3607.112,0.713611631
hr383.113,hr1609.112,0.689115748
hr383.113,hr3709.112,0.766573166
hr3831.113,hr1647.112,0.501220301
hr3834.113,hr1026.112,0.529886781
hr3834.113,hr1309.112,0.548742622
hr3834.113,hr5652.112,0.523619541
hr3838.113,hr2391.112,0.667508114
hr384.113,hr1133.112,0.505627482
hr384.113,hr287.112,0.542980908
hr384.113,hr3298.112,0.864652655
hr384.113,hr3546.112,0.530922491
hr3846.113,hr6642.112,0.520683145
hr3846.113,hr6656.112,0.517422414
hr3848.113,hr5885.112,0.671752874
hr385.113,hr6361.112,0.78690147
hr385.113,hr6381.112,0.86546069
hr3858.113,hr2203.112,0.555254297
hr3858.113,hr3723.112,0.770025968
hr3858.113,hr575.112,0.514919366
hr386.113,hr1209.112,0.636262554
hr386.113,hr284.112,0.510241501
hr386.113,hr287.112,0.854397149
hr386.113,hr3298.112,0.53729319
hr386.113,hr3546.112,0.503761352
hr386.113,hr4145.112,0.578777722
hr386.113,hr5972.112,0.544198319
hr386.113,hr762.112,0.576052909
hr3862.113,hr1189.112,0.766894089
hr3863.113,hr3010.112,0.509196041
hr3863.113,hr4078.112,0.55179755
hr3867.113,hr3818.112,0.538932017
hr3867.113,hr4107.112,0.5051783
hr3867.113,hr497.112,0.551591996
hr3867.113,hr5840.112,0.527758691
hr3867.113,hr6571.112,0.521288653
hr3868.113,hr5303.112,0.685897902
hr387.113,hr3348.112,0.553279522
hr3870.113,hr1596.112,0.629840003
hr3873.113,hr1090.112,0.693321073
hr3873.113,hr2098.112,0.533408633
hr3873.113,hr2565.112,0.627670236
hr3873.113,hr2637.112,0.559556551
hr3873.113,hr2691.112,0.65988561
hr3873.113,hr3169.112,0.515467241
hr3873.113,hr3405.112,0.561774074
hr3873.113,hr3535.112,0.60433389
hr3873.113,hr778.112,0.651825691
hr3874.113,hr3095.112,0.506043338
hr3874.113,hr4291.112,0.507952772
hr3874.113,hr606.112,0.672303258
hr3877.113,hr2499.112,0.691360293
hr3888.113,hr72.112,0.617263852
hr3891.113,hr1129.112,0.533640528
hr3891.113,hr1555.112,0.500327659
hr3894.113,hr150.112,0.765522547
hr3895.113,hr3400.112,0.512428873
hr3895.113,hr4301.112,0.668120952
hr39.113,hr50.112,0.671955599
hr3901.113,hr463.112,0.50144287
hr3902.113,hr1360.112,0.78101032
hr3906.113,hr453.112,0.518519846
hr3906.113,hr590.112,0.504184724
hr3907.113,hr1771.112,0.791048498
hr3908.113,hr1913.112,0.843587417
hr3909.113,hr4003.112,0.647516062
hr391.113,hr1012.112,0.703143691
hr391.113,hr335.112,0.57373157
hr3911.113,hr1648.112,0.652147711
hr3911.113,hr975.112,0.789716912
hr3915.113,hr6669.112,0.614940561
hr3917.113,hr5995.112,0.913709421
hr3917.113,hr608.112,0.513554864
hr392.113,hr637.112,0.611774803
hr3922.113,hr5995.112,0.910893972
hr3922.113,hr608.112,0.518911767
hr3924.113,hr1026.112,0.562742042
hr3924.113,hr1309.112,0.586058373
hr3924.113,hr1453.112,0.504222858
hr3924.113,hr435.112,0.552361635
hr3924.113,hr5652.112,0.586148591
hr3924.113,hr5740.112,0.529376056
hr3929.113,hr3894.112,0.672042762
hr393.113,hr1517.112,0.517550238
hr393.113,hr1578.112,0.692498412
hr393.113,hr2016.112,0.643108122
hr393.113,hr2689.112,0.54336578
hr393.113,hr3151.112,0.54581376
hr393.113,hr3271.112,0.697013534
hr393.113,hr3515.112,0.66189237
hr393.113,hr3977.112,0.922137151
hr393.113,hr4154.112,0.617846966
hr393.113,hr4271.112,0.771942537
hr393.113,hr4970.112,0.767671979
hr393.113,hr4979.112,0.62340279
hr393.113,hr4982.112,0.771441951
hr3930.113,hr182.112,0.616705531
hr3930.113,hr2015.112,0.608264618
hr3930.113,hr2506.112,0.56658465
hr3930.113,hr2680.112,0.531317091
hr3930.113,hr3095.112,0.661653232
hr3930.113,hr3493.112,0.52621753
hr3930.113,hr4291.112,0.64212205
hr3930.113,hr623.112,0.511241323
hr3930.113,hr6263.112,0.621286463
hr3930.113,hr6315.112,0.530734597
hr3930.113,hr6505.112,0.51517559
hr3930.113,hr6539.112,0.571228513
hr3930.113,hr720.112,0.540702435
hr3930.113,hr744.112,0.640464824
hr3930.113,hr779.112,0.567737712
hr3932.113,hr105.112,0.556364259
hr3932.113,hr1232.112,0.643868402
hr3932.113,hr3.112,0.738233073
hr3932.113,hr3000.112,0.552538076
hr3932.113,hr358.112,0.710068942
hr3932.113,hr364.112,0.509182422
hr3932.113,hr3682.112,0.521533013
hr3932.113,hr397.112,0.51527038
hr3932.113,hr4242.112,0.535848377
hr3936.113,hr3346.112,0.502746438
hr3939.113,hr12.112,0.547263422
hr394.113,hr2749.112,0.711014538
hr3941.113,hr3999.112,0.510261746
hr3943.113,hr4038.112,0.513839598
hr3949.113,hr6549.112,0.512708285
hr395.113,hr5129.112,0.850237175
hr3958.113,hr3369.112,0.522515735
hr396.113,hr994.112,0.542427724
hr3962.113,hr1997.112,0.772886415
hr3963.113,hr1262.112,0.534800237
hr3963.113,hr2309.112,0.501625575
hr3964.113,hr1251.112,0.528972598
hr3964.113,hr1837.112,0.76327903
hr3967.113,hr4374.112,0.649526808
hr3968.113,hr4605.112,0.628318586
hr397.113,hr3799.112,0.607747739
hr3972.113,hr2501.112,0.834408887
hr3977.113,hr5932.112,0.534732212
hr3980.113,hr4377.112,0.501732469
hr3983.113,hr2098.112,0.544166468
hr3983.113,hr3322.112,0.507881206
hr3984.113,hr2794.112,0.533590314
hr3984.113,hr3322.112,0.844772294
hr3987.113,hr6250.112,0.692002279
hr3987.113,hr6252.112,0.671565931
hr3987.113,hr6267.112,0.501936917
hr3987.113,hr6287.112,0.627777489
hr3987.113,hr6359.112,0.574987877
hr3989.113,hr1180.112,0.540529115
