113,112,similarity
hr1925.113,hr4283.112,0.532222942
hr1925.113,hr5188.112,0.561974526
hr1927.113,hr1251.112,0.886958988
hr1927.113,hr1837.112,0.659246033
hr193.113,hr307.112,0.866527833
hr1930.113,hr707.112,0.693466018
hr1931.113,hr4237.112,0.687787719
hr1933.113,hr3525.112,0.565855937
hr1933.113,hr4351.112,0.790546625
hr1934.113,hr1990.112,0.785234863
hr1934.113,hr5907.112,0.539960432
hr1934.113,hr5988.112,0.610040769
hr1936.113,hr23.112,0.738679062
hr1937.113,hr4061.112,0.519345107
hr1939.113,hr1869.112,0.682448708
hr194.113,hr1239.112,0.621054196
hr1940.113,hr1995.112,0.866211529
hr1940.113,hr3165.112,0.532586144
hr1942.113,hr1778.112,0.902874672
hr1944.113,hr1433.112,0.817982217
hr1947.113,hr6083.112,0.629795827
hr1948.113,hr1872.112,0.539113519
hr1948.113,hr2018.112,0.803104862
hr195.113,hr138.112,0.746840973
hr1951.113,hr1940.112,0.721561007
hr1953.113,hr4846.112,0.66505557
hr1953.113,hr773.112,0.753186831
hr1955.113,hr6201.112,0.843351132
hr1956.113,hr146.112,0.804466276
hr1957.113,hr6044.112,0.760821052
hr1958.113,hr5853.112,0.72009237
hr1959.113,hr1516.112,0.524336439
hr1959.113,hr1868.112,0.508269965
hr1959.113,hr3773.112,0.897351489
hr1960.113,hr1540.112,0.665969645
hr1960.113,hr2219.112,0.512332711
hr1960.113,hr4310.112,0.68002517
hr1960.113,hr5856.112,0.500758665
hr1962.113,hr2932.112,0.818990897
hr1963.113,hr2842.112,0.73883562
hr1963.113,hr6247.112,0.627833387
hr1964.113,hr2150.112,0.814322871
hr1964.113,hr4480.112,0.554269203
hr1965.113,hr4480.112,0.649617185
hr1966.113,hr5875.112,0.802500124
hr1968.113,hr706.112,0.788167039
hr1969.113,hr6281.112,0.77717859
hr197.113,hr377.112,0.589208058
hr1970.113,hr1551.112,0.53105821
hr1970.113,hr6261.112,0.515214016
hr1971.113,hr6635.112,0.677803834
hr1975.113,hr5647.112,0.739907757
hr1975.113,hr6220.112,0.670319852
hr1976.113,hr1054.112,0.669358511
hr1977.113,hr3845.112,0.891375804
hr1977.113,hr778.112,0.506241027
hr1978.113,hr6268.112,0.670125918
hr198.113,hr2859.112,0.591919921
hr1981.113,hr3126.112,0.835909864
hr1982.113,hr5284.112,0.904362325
hr1984.113,hr2233.112,0.580068779
hr1984.113,hr5937.112,0.82367757
hr1984.113,hr6417.112,0.680363382
hr1985.113,hr1756.112,0.617382686
hr1986.113,hr1529.112,0.638994771
hr1986.113,hr1709.112,0.528235495
hr1986.113,hr3435.112,0.606076146
hr1988.113,hr1130.112,0.676348736
hr1989.113,hr848.112,0.878028858
hr199.113,hr2421.112,0.521446918
hr199.113,hr382.112,0.820281753
hr1993.113,hr119.112,0.506525693
hr1993.113,hr334.112,0.662926463
hr1994.113,hr3095.112,0.508198922
hr1994.113,hr3463.112,0.582162492
hr1994.113,hr672.112,0.685883882
hr1995.113,hr6270.112,0.599229701
hr1996.113,hr1935.112,0.778768485
hr1998.113,hr4122.112,0.699905958
hr1999.113,hr6278.112,0.589826344
hr2.113,hr3400.112,0.509841789
hr2.113,hr4295.112,0.503752238
hr2.113,hr4301.112,0.552743588
hr2.113,hr4480.112,0.560189737
hr20.113,hr1404.112,0.750364208
hr20.113,hr2788.112,0.565543864
hr20.113,hr406.112,0.509348945
hr20.113,hr414.112,0.610465039
hr20.113,hr6426.112,0.693876684
hr20.113,hr6448.112,0.73765647
hr200.113,hr1735.112,0.556997797
hr200.113,hr4117.112,0.518063713
hr200.113,hr651.112,0.530681107
hr200.113,hr780.112,0.857674329
hr200.113,hr936.112,0.519773971
hr2000.113,hr2773.112,0.543420202
hr2001.113,hr1200.112,0.525570244
hr2001.113,hr1409.112,0.563261444
hr2001.113,hr3586.112,0.538807511
hr2001.113,hr3723.112,0.508649489
hr2001.113,hr6107.112,0.827699351
hr2002.113,hr1517.112,0.539758415
hr2002.113,hr1529.112,0.657843292
hr2002.113,hr1709.112,0.556722212
hr2002.113,hr3435.112,0.597502227
hr2003.113,hr4972.112,0.738191651
hr2004.113,hr2776.112,0.835574513
hr2007.113,hr1233.112,0.5421336
hr2008.113,hr936.112,0.773332749
hr201.113,hr385.112,0.747846399
hr2013.113,hr745.112,0.524793086
hr2015.113,hr6072.112,0.750024041
hr2015.113,hr643.112,0.520789509
hr2017.113,hr1937.112,0.827168144
hr2017.113,hr3463.112,0.509093551
hr2017.113,hr672.112,0.529372674
hr202.113,hr3544.112,0.787685325
hr2021.113,hr4074.112,0.668328856
hr2023.113,hr3314.112,0.882830708
hr2024.113,hr1249.112,0.50256104
hr2026.113,hr2541.112,0.639898778
hr2028.113,hr1681.112,0.894490111
hr2029.113,hr1881.112,0.76369574
hr203.113,hr4256.112,0.697264613
hr2030.113,hr2543.112,0.657781536
hr2031.113,hr6272.112,0.748290811
hr2033.113,hr2643.112,0.786095264
hr2034.113,hr2820.112,0.756058888
hr2035.113,hr1534.112,0.603139457
hr2035.113,hr4049.112,0.796329419
hr2036.113,hr3333.112,0.844697996
hr2037.113,hr1200.112,0.50030095
hr2037.113,hr536.112,0.595087808
hr2038.113,hr6269.112,0.550517971
hr204.113,hr3689.112,0.776277242
hr2040.113,hr6558.112,0.830087541
hr2042.113,hr2555.112,0.666531092
hr2042.113,hr5930.112,0.689023042
hr2043.113,hr1106.112,0.518241798
hr2043.113,hr182.112,0.552997159
hr2043.113,hr2015.112,0.537287918
hr2043.113,hr2506.112,0.565175561
hr2043.113,hr3095.112,0.582702593
hr2043.113,hr4291.112,0.586673195
hr2043.113,hr6263.112,0.554896241
hr2043.113,hr6505.112,0.894352805
hr2043.113,hr6539.112,0.50789005
hr2043.113,hr744.112,0.570433885
hr2044.113,hr4318.112,0.843621366
hr2046.113,hr1865.112,0.727101073
hr2047.113,hr160.112,0.618346403
hr2048.113,hr5886.112,0.677727423
hr2048.113,hr6268.112,0.509346417
hr2049.113,hr2712.112,0.567333977
hr205.113,hr2934.112,0.6413821
hr2052.113,hr5910.112,0.732278702
hr2054.113,hr3157.112,0.823672478
hr2056.113,hr2433.112,0.508168511
hr2057.113,hr2155.112,0.529557632
hr2057.113,hr2156.112,0.526368012
hr2057.113,hr4150.112,0.503778423
hr2057.113,hr6354.112,0.597422431
hr2058.113,hr3015.112,0.879576239
hr2058.113,hr3622.112,0.521707974
hr2058.113,hr3705.112,0.6704968
hr2058.113,hr3790.112,0.52696337
hr206.113,hr196.112,0.726292437
hr2060.113,hr5333.112,0.515786421
hr2061.113,hr2146.112,0.529682259
hr2062.113,hr5984.112,0.507492281
hr2064.113,hr2786.112,0.693083443
hr2065.113,hr4079.112,0.552330804
hr2068.113,hr3365.112,0.578565544
hr207.113,hr3728.112,0.680064805
hr2070.113,hr1748.112,0.52921992
hr2070.113,hr1899.112,0.690842
hr2070.113,hr964.112,0.776228181
hr2073.113,hr1810.112,0.689047956
hr2074.113,hr6308.112,0.790209281
hr2077.113,hr5684.112,0.739170727
hr2078.113,hr1643.112,0.800919591
hr2079.113,hr5880.112,0.51603791
hr208.113,hr350.112,0.827397766
hr2080.113,hr699.112,0.689598328
hr2081.113,hr1023.112,0.750225681
hr2081.113,hr1287.112,0.626084216
hr2081.113,hr1682.112,0.648900392
hr2081.113,hr1777.112,0.52459557
hr2081.113,hr3302.112,0.528790323
hr2081.113,hr3407.112,0.625066353
hr2081.113,hr3487.112,0.537285443
hr2081.113,hr4301.112,0.541933628
hr2081.113,hr49.112,0.63807776
hr2081.113,hr909.112,0.574153203
hr2083.113,hr778.112,0.529863425
hr2085.113,hr6446.112,0.737977147
hr209.113,hr646.112,0.761818849
hr2090.113,hr6288.112,0.784296614
hr2093.113,hr5911.112,0.802583019
hr2097.113,hr2538.112,0.834910926
hr2098.113,hr3634.112,0.762998739
hr21.113,hr1506.112,0.590830158
hr21.113,hr1781.112,0.576804127
hr21.113,hr6725.112,0.758368869
hr210.113,hr3629.112,0.746436706
hr2100.113,hr1094.112,0.609153779
hr2100.113,hr1512.112,0.639899174
hr2100.113,hr3428.112,0.555718718
hr2100.113,hr6023.112,0.847070254
hr2101.113,hr1448.112,0.832489539
hr2101.113,hr36.112,0.63074336
hr2104.113,hr220.112,0.517950873
hr2104.113,hr311.112,0.511171226
hr2106.113,hr4933.112,0.769265867
hr2108.113,hr6669.112,0.798605448
hr2109.113,hr3701.112,0.721624888
hr211.113,hr351.112,0.65833363
hr2110.113,hr1623.112,0.741251319
hr2111.113,hr2063.112,0.765672635
hr2112.113,hr3593.112,0.722751262
hr2113.113,hr3806.112,0.633916781
hr2114.113,hr3909.112,0.529556705
hr2115.113,hr6386.112,0.782923819
hr2117.113,hr1534.112,0.549431242
hr2117.113,hr4050.112,0.631098718
hr212.113,hr352.112,0.670953712
hr2120.113,hr842.112,0.778584743
hr2121.113,hr6270.112,0.763697726
hr2122.113,hr214.112,0.592552147
hr2122.113,hr3010.112,0.903576428
hr2122.113,hr3068.112,0.599760601
hr2122.113,hr3392.112,0.605369213
hr2122.113,hr4078.112,0.509157852
hr2122.113,hr527.112,0.510543707
hr2124.113,hr2164.112,0.553165413
hr2124.113,hr2885.112,0.600733124
hr2126.113,hr4017.112,0.549699731
hr2127.113,hr6172.112,0.810677234
hr2128.113,hr4230.112,0.779235378
hr2129.113,hr5891.112,0.6917983
hr213.113,hr254.112,0.850221194
hr2130.113,hr5711.112,0.730169976
hr2131.113,hr2161.112,0.551394416
hr2131.113,hr6429.112,0.522731762
hr2132.113,hr1379.112,0.814942502
hr2132.113,hr3272.112,0.588962223
hr2132.113,hr3479.112,0.787702167
hr2133.113,hr2742.112,0.628422813
hr2133.113,hr2826.112,0.650008093
hr2133.113,hr2868.112,0.60767492
hr2133.113,hr5845.112,0.833683779
hr2133.113,hr781.112,0.554673477
hr2135.113,hr3511.112,0.78128587
hr2137.113,hr6581.112,0.524374665
hr2137.113,hr6683.112,0.782842114
hr2139.113,hr6307.112,0.793403798
hr214.113,hr1887.112,0.565321528
hr214.113,hr255.112,0.606296961
hr2141.113,hr161.112,0.781586866
hr2142.113,hr5521.112,0.806079229
hr2142.113,hr6414.112,0.813495665
hr2143.113,hr1125.112,0.538214969
hr2143.113,hr5998.112,0.88141599
hr2143.113,hr6207.112,0.507826572
hr2145.113,hr533.112,0.819109629
hr2147.113,hr6457.112,0.665486123
hr2148.113,hr4205.112,0.695682204
hr215.113,hr256.112,0.666846071
hr2152.113,hr3023.112,0.72495271
hr2154.113,hr1086.112,0.856845716
hr2155.113,hr4207.112,0.826071995
hr2156.113,hr6415.112,0.779387441
hr2157.113,hr4248.112,0.554265574
hr2159.113,hr2247.112,0.596509342
hr2159.113,hr2253.112,0.517214562
hr216.113,hr257.112,0.788795949
hr2160.113,hr1057.112,0.547369418
hr2160.113,hr2816.112,0.657784272
hr2160.113,hr422.112,0.542586121
hr2163.113,hr3838.112,0.789817114
hr2164.113,hr6623.112,0.841542498
hr2165.113,hr105.112,0.778116
hr2165.113,hr1050.112,0.59583815
hr2165.113,hr1200.112,0.516030145
hr2165.113,hr1409.112,0.585433523
hr2165.113,hr299.112,0.690156159
hr2165.113,hr3000.112,0.781972236
hr2165.113,hr3299.112,0.660409552
hr2165.113,hr346.112,0.575241611
hr2165.113,hr364.112,0.735163089
hr2165.113,hr3682.112,0.756381168
hr2165.113,hr371.112,0.580870372
hr2165.113,hr397.112,0.716678297
hr2165.113,hr4224.112,0.592424659
hr2165.113,hr4242.112,0.862611031
hr2165.113,hr6299.112,0.615157831
hr2165.113,hr636.112,0.501438806
hr2168.113,hr5799.112,0.501384155
hr2168.113,hr5828.112,0.63518995
hr2168.113,hr6593.112,0.50987431
hr2168.113,hr6594.112,0.594776859
hr2168.113,hr702.112,0.571808791
hr2169.113,hr4140.112,0.585865771
hr217.113,hr217.112,0.631924762
hr2170.113,hr1966.112,0.857926635
hr2170.113,hr1994.112,0.760178293
hr2171.113,hr1534.112,0.530266679
hr2171.113,hr677.112,0.891541558
hr2172.113,hr1368.112,0.509229545
hr2172.113,hr2902.112,0.587371322
hr2172.113,hr3990.112,0.500520261
hr2172.113,hr6230.112,0.538842978
hr2172.113,hr6447.112,0.831073621
hr2173.113,hr1368.112,0.65973911
hr2173.113,hr1636.112,0.500424576
hr2173.113,hr2211.112,0.724195734
hr2173.113,hr2794.112,0.5041108
hr2173.113,hr2902.112,0.569064589
hr2173.113,hr3535.112,0.543521062
hr2173.113,hr3614.112,0.536519983
hr2173.113,hr3989.112,0.561163346
hr2173.113,hr3990.112,0.58171197
hr2173.113,hr6447.112,0.583643442
hr2173.113,hr778.112,0.602088078
hr2173.113,hr863.112,0.502021928
hr2174.113,hr2110.112,0.726774618
hr2174.113,hr3717.112,0.82967419
hr2175.113,hr2070.112,0.72078164
hr2178.113,hr1057.112,0.655489828
hr2178.113,hr2816.112,0.604814955
hr2178.113,hr3597.112,0.501745946
hr2178.113,hr422.112,0.665154851
hr2178.113,hr6666.112,0.58333239
hr218.113,hr354.112,0.58506824
hr218.113,hr600.112,0.777404066
hr2181.113,hr537.112,0.662850667
hr2182.113,hr3300.112,0.895956257
hr2184.113,hr1090.112,0.556329596
hr2184.113,hr2565.112,0.876230083
hr2184.113,hr2637.112,0.58293652
hr2184.113,hr3989.112,0.581990197
hr2184.113,hr3990.112,0.581466248
hr2184.113,hr5654.112,0.508966563
hr2185.113,hr2498.112,0.558418452
hr2186.113,hr1483.112,0.539334436
hr2186.113,hr5651.112,0.53474192
hr2186.113,hr6584.112,0.661216792
hr2186.113,hr6638.112,0.543641558
hr2187.113,hr2026.112,0.535853537
hr2187.113,hr3721.112,0.631633338
hr219.113,hr2903.112,0.526992142
hr219.113,hr6728.112,0.611474213
hr2190.113,hr1599.112,0.503329039
hr2190.113,hr205.112,0.539443018
hr2190.113,hr2335.112,0.553866165
hr2190.113,hr2362.112,0.524555758
hr2190.113,hr2444.112,0.610165923
hr2190.113,hr766.112,0.517420296
hr2190.113,hr783.112,0.866430835
hr2191.113,hr6124.112,0.651750146
hr2192.113,hr758.112,0.783325491
hr2193.113,hr1634.112,0.62719278
hr2194.113,hr105.112,0.532821884
hr2194.113,hr2010.112,0.696245915
hr2194.113,hr3000.112,0.536732329
hr2194.113,hr3682.112,0.571912213
hr2194.113,hr369.112,0.601707649
hr2194.113,hr6137.112,0.562855198
hr2195.113,hr1090.112,0.565771558
hr2195.113,hr2098.112,0.858246571
hr2195.113,hr2637.112,0.517811266
hr2196.113,hr6447.112,0.542863202
hr2197.113,hr2336.112,0.763085563
hr2198.113,hr1376.112,0.83097954
hr2199.113,hr1026.112,0.581162714
hr2199.113,hr1309.112,0.604481797
hr2199.113,hr1453.112,0.514239192
hr2199.113,hr435.112,0.573505882
hr2199.113,hr5652.112,0.599713951
hr2199.113,hr5740.112,0.538381152
hr2199.113,hr6186.112,0.501209214
hr2199.113,hr700.112,0.51195864
hr2199.113,hr902.112,0.563952074
hr22.113,hr4216.112,0.646930593
hr22.113,hr6654.112,0.716769772
hr2201.113,hr3432.112,0.907269504
hr2201.113,hr4234.112,0.698766498
hr2202.113,hr3832.112,0.825017622
hr2203.113,hr4040.112,0.836548676
hr2204.113,hr3471.112,0.771619179
hr2205.113,hr1931.112,0.807815356
hr2208.113,hr1960.112,0.719152562
hr2211.113,hr2086.112,0.626030475
hr2211.113,hr2361.112,0.631781824
hr2211.113,hr4101.112,0.603818867
hr2211.113,hr5794.112,0.585307509
hr2214.113,hr2728.112,0.804567382
hr2215.113,hr4275.112,0.664437239
hr2216.113,hr1363.112,0.539594241
hr2216.113,hr2055.112,0.834639274
hr2216.113,hr2219.112,0.549732429
hr2216.113,hr2354.112,0.513033728
hr2216.113,hr3671.112,0.702305233
hr2216.113,hr5325.112,0.518429048
hr2216.113,hr5326.112,0.532593927
hr2216.113,hr5854.112,0.833509954
hr2216.113,hr5855.112,0.523160705
hr2216.113,hr5856.112,0.546098231
hr2216.113,hr5972.112,0.554219653
hr2217.113,hr2017.112,0.704916135
hr2217.113,hr3671.112,0.648009133
hr2217.113,hr5326.112,0.531005764
hr2217.113,hr5855.112,0.766193431
hr2218.113,hr2273.112,0.730928089
hr2218.113,hr3409.112,0.743335524
hr2218.113,hr4301.112,0.502864544
hr2218.113,hr4348.112,0.565737374
hr222.113,hr6364.112,0.555616137
hr222.113,hr938.112,0.742363645
hr2220.113,hr1507.112,0.505312565
hr2220.113,hr152.112,0.756452173
hr2220.113,hr2025.112,0.575443695
hr2221.113,hr4404.112,0.747121817
hr2223.113,hr3378.112,0.651820722
hr2224.113,hr2256.112,0.73879183
hr2227.113,hr1529.112,0.563347858
hr2227.113,hr3435.112,0.524759403
hr2228.113,hr507.112,0.77733208
hr2229.113,hr220.112,0.68778739
hr2229.113,hr311.112,0.667413564
hr223.113,hr3846.112,0.685979588
hr223.113,hr419.112,0.564052082
hr223.113,hr453.112,0.761612791
hr223.113,hr590.112,0.741914739
hr2231.113,hr1229.112,0.54634512
hr2231.113,hr1231.112,0.508476403
hr2231.113,hr1372.112,0.520535101
hr2231.113,hr1777.112,0.52494115
hr2231.113,hr1870.112,0.579197567
hr2231.113,hr2983.112,0.587006025
hr2231.113,hr3404.112,0.669200199
hr2231.113,hr3410.112,0.603771257
hr2231.113,hr3882.112,0.502861189
hr2231.113,hr4480.112,0.544947444
hr2231.113,hr501.112,0.574210452
hr2231.113,hr6082.112,0.504977066
hr2233.113,hr2067.112,0.818822161
hr2233.113,hr2099.112,0.570842797
hr2234.113,hr1758.112,0.847715349
hr2237.113,hr1090.112,0.597476989
hr2237.113,hr2098.112,0.516946312
hr2237.113,hr2565.112,0.629512596
hr2237.113,hr2637.112,0.822798013
hr2237.113,hr2691.112,0.500399667
hr2237.113,hr3989.112,0.540390017
hr2237.113,hr3990.112,0.516004146
hr224.113,hr6298.112,0.763119778
hr2241.113,hr5839.112,0.763096799
hr2245.113,hr4307.112,0.591806798
hr2247.113,hr615.112,0.685977126
hr2248.113,hr432.112,0.840322802
hr2249.113,hr4329.112,0.734463804
hr225.113,hr1080.112,0.668395502
hr225.113,hr6163.112,0.83447876
hr2252.113,hr1525.112,0.790787714
hr2252.113,hr2218.112,0.860810967
hr2252.113,hr2684.112,0.516143474
hr2252.113,hr471.112,0.517256894
hr2253.113,hr6522.112,0.548323705
hr2254.113,hr2037.112,0.726349348
hr2254.113,hr2378.112,0.596551939
hr2254.113,hr2448.112,0.67570881
hr2254.113,hr4099.112,0.611678556
hr2254.113,hr4148.112,0.628461885
hr2254.113,hr486.112,0.570991895
hr2256.113,hr3879.112,0.588187639
hr2257.113,hr2574.112,0.772492135
hr2258.113,hr4407.112,0.765843082
hr2261.113,hr5931.112,0.879620088
hr2262.113,hr6166.112,0.577014993
hr2263.113,hr4268.112,0.672400253
hr2264.113,hr100.112,0.818323065
hr2264.113,hr1196.112,0.599453007
hr2264.113,hr1274.112,0.78414024
hr2264.113,hr1459.112,0.551353496
hr2265.113,hr1231.112,0.624106897
hr2265.113,hr1597.112,0.542281308
hr2265.113,hr1870.112,0.508364037
hr2265.113,hr261.112,0.510990862
hr2265.113,hr2983.112,0.566133687
hr2265.113,hr3410.112,0.596176994
hr2265.113,hr501.112,0.500831836
hr2267.113,hr523.112,0.774590894
hr2268.113,hr1636.112,0.549341875
hr2268.113,hr2211.112,0.606637673
hr2268.113,hr3614.112,0.520379349
hr2268.113,hr5436.112,0.881572479
hr2271.113,hr2083.112,0.79070371
hr2276.113,hr1241.112,0.53721042
hr2276.113,hr3377.112,0.538100412
hr2277.113,hr2615.112,0.633474125
hr2278.113,hr100.112,0.508935035
hr2278.113,hr1196.112,0.529333996
hr2278.113,hr1274.112,0.534215624
hr2278.113,hr1932.112,0.511572867
hr228.113,hr6239.112,0.650697171
hr2280.113,hr1907.112,0.833640428
hr2282.113,hr1174.112,0.650595903
hr2282.113,hr2230.112,0.512096257
hr2282.113,hr2366.112,0.658253764
hr2283.113,hr2830.112,0.634267515
hr2283.113,hr2982.112,0.504318419
hr2283.113,hr3589.112,0.651714848
hr2284.113,hr648.112,0.68219844
hr2285.113,hr965.112,0.518518138
hr2286.113,hr1200.112,0.512465536
hr2286.113,hr2141.112,0.779914627
hr2286.113,hr2954.112,0.52749166
hr2286.113,hr3620.112,0.639835497
hr2287.113,hr1250.112,0.622821819
hr2287.113,hr857.112,0.5187596
hr2289.113,hr6647.112,0.629957002
hr229.113,hr283.112,0.791639094
hr229.113,hr6076.112,0.797175734
hr229.113,hr6211.112,0.534358631
hr2290.113,hr5955.112,0.611174899
hr2294.113,hr2155.112,0.524804622
hr2294.113,hr2156.112,0.52164363
hr2294.113,hr4311.112,0.545317535
hr2294.113,hr6354.112,0.586528538
hr2296.113,hr1342.112,0.836065815
hr2296.113,hr3989.112,0.524373529
hr2296.113,hr3990.112,0.59216799
hr2296.113,hr472.112,0.71514902
hr2297.113,hr1972.112,0.756937878
hr2299.113,hr2568.112,0.623021914
hr23.113,hr212.112,0.705724165
hr230.113,hr286.112,0.884256729
hr2300.113,hr105.112,0.834154848
hr2300.113,hr1050.112,0.687490248
hr2300.113,hr1200.112,0.582827108
hr2300.113,hr1409.112,0.626130838
hr2300.113,hr2954.112,0.506826514
hr2300.113,hr299.112,0.745776023
hr2300.113,hr3000.112,0.842812819
hr2300.113,hr3299.112,0.562873413
hr2300.113,hr346.112,0.5399585
hr2300.113,hr364.112,0.739397279
hr2300.113,hr3682.112,0.80158547
hr2300.113,hr371.112,0.546100106
hr2300.113,hr397.112,0.762998073
hr2300.113,hr4224.112,0.584266402
hr2300.113,hr4242.112,0.688358108
hr2300.113,hr6299.112,0.703085336
hr2300.113,hr636.112,0.521452434
hr2300.113,hr969.112,0.512731496
hr2301.113,hr5283.112,0.789588348
hr2301.113,hr6272.112,0.511138079
hr2302.113,hr3506.112,0.783512942
hr2302.113,hr6466.112,0.565792538
hr2304.113,hr354.112,0.658117947
hr2305.113,hr3399.112,0.615327385
hr2305.113,hr3474.112,0.518818632
hr2308.113,hr3189.112,0.725864173
hr2309.113,hr1002.112,0.817320475
hr2309.113,hr4247.112,0.500255268
hr231.113,hr2648.112,0.68320766
hr2310.113,hr2305.112,0.572736888
hr2312.113,hr1986.112,0.702208398
hr2315.113,hr2672.112,0.792416495
hr2315.113,hr5651.112,0.506326673
hr2316.113,hr1295.112,0.510032964
hr2316.113,hr1547.112,0.877834681
hr2316.113,hr1636.112,0.504323354
hr2316.113,hr3535.112,0.546800497
hr2316.113,hr3989.112,0.619874572
hr2316.113,hr3990.112,0.592412361
hr2316.113,hr5654.112,0.507017049
hr2316.113,hr778.112,0.61544743
hr2317.113,hr2295.112,0.504582602
hr2317.113,hr3989.112,0.526305367
hr2317.113,hr3990.112,0.523342922
hr2317.113,hr4297.112,0.51081052
hr232.113,hr6326.112,0.740319137
hr2321.113,hr1197.112,0.740813241
hr2321.113,hr1198.112,0.825909764
hr2321.113,hr266.112,0.505331934
hr2321.113,hr267.112,0.506981876
hr2321.113,hr506.112,0.516650378
hr2321.113,hr641.112,0.56803959
hr2325.113,hr4192.112,0.560326823
hr2325.113,hr5936.112,0.697943273
hr2326.113,hr1071.112,0.6830554
hr2328.113,hr1206.112,0.878583571
hr2328.113,hr3183.112,0.65395836
hr2331.113,hr2743.112,0.515912949
hr2334.113,hr2228.112,0.716334446
hr2336.113,hr6344.112,0.794987971
hr2337.113,hr6370.112,0.716238919
hr2338.113,hr1674.112,0.682258946
hr2339.113,hr6394.112,0.870089
hr234.113,hr182.112,0.683386093
hr234.113,hr2015.112,0.595137963
hr234.113,hr2093.112,0.863285614
hr234.113,hr2506.112,0.573621066
hr234.113,hr2680.112,0.545617764
hr234.113,hr294.112,0.525755582
hr234.113,hr3095.112,0.668091761
hr234.113,hr3493.112,0.586230951
hr234.113,hr3846.112,0.511781739
hr234.113,hr4291.112,0.688384368
hr234.113,hr606.112,0.51819644
hr234.113,hr623.112,0.527716813
hr234.113,hr6263.112,0.629731368
hr234.113,hr6315.112,0.544363538
hr234.113,hr6505.112,0.570865856
hr234.113,hr6539.112,0.576794856
hr234.113,hr6613.112,0.502684459
hr234.113,hr720.112,0.562882485
hr234.113,hr744.112,0.676816392
hr234.113,hr779.112,0.574702
hr2340.113,hr1924.112,0.612339014
hr2341.113,hr6171.112,0.805414449
hr2342.113,hr2234.112,0.813632262
hr2343.113,hr3525.112,0.691986211
hr2343.113,hr4351.112,0.592652578
hr2344.113,hr159.112,0.62005226
hr2344.113,hr396.112,0.684088394
hr2346.113,hr1047.112,0.646892773
hr2346.113,hr2810.112,0.536047098
hr2346.113,hr972.112,0.74307433
hr2347.113,hr3094.112,0.652929654
hr2349.113,hr4286.112,0.586256615
hr235.113,hr2853.112,0.595814761
hr235.113,hr3884.112,0.623210097
hr235.113,hr4124.112,0.789200174
hr2350.113,hr319.112,0.601460543
hr2357.113,hr2652.112,0.578103023
hr2358.113,hr6004.112,0.738789075
hr2359.113,hr2193.112,0.785206103
hr2360.113,hr4099.112,0.541036712
hr2363.113,hr6626.112,0.756364728
hr2364.113,hr1488.112,0.719031624
hr2365.113,hr1037.112,0.692238021
hr2366.113,hr3818.112,0.534962067
hr2366.113,hr4107.112,0.738840257
hr2367.113,hr3568.112,0.675901063
hr2367.113,hr3569.112,0.675899175
hr2368.113,hr2207.112,0.80478592
hr2369.113,hr2316.112,0.677101353
hr237.113,hr1779.112,0.739459592
hr237.113,hr657.112,0.546175627
hr2370.113,hr6045.112,0.596784149
hr2371.113,hr2344.112,0.6201465
hr2372.113,hr2242.112,0.687454699
hr2378.113,hr1342.112,0.774634031
hr2378.113,hr3989.112,0.556509445
hr2378.113,hr3990.112,0.612103064
hr2378.113,hr472.112,0.835206701
hr238.113,hr263.112,0.862869489
hr2381.113,hr2295.112,0.555540012
hr2381.113,hr3425.112,0.766402299
hr2381.113,hr3610.112,0.521228704
hr2381.113,hr4297.112,0.542783533
hr2386.113,hr1330.112,0.58705849
hr2387.113,hr3252.112,0.796489757
hr2388.113,hr6532.112,0.625498686
hr239.113,hr821.112,0.743180794
hr2390.113,hr5751.112,0.620422685
hr2392.113,hr1293.112,0.55262763
hr2392.113,hr411.112,0.625176894
hr2394.113,hr3176.112,0.816167964
hr2396.113,hr6202.112,0.835222345
hr2397.113,hr1.112,0.554980313
hr2397.113,hr1363.112,0.71655592
hr2397.113,hr1473.112,0.557669341
hr2397.113,hr1540.112,0.554874551
hr2397.113,hr2055.112,0.534512993
hr2397.113,hr2219.112,0.769048799
hr2397.113,hr3671.112,0.693534388
hr2397.113,hr4310.112,0.532723663
hr2397.113,hr5854.112,0.549409968
hr2397.113,hr5856.112,0.802281748
hr2398.113,hr1505.112,0.651049077
hr24.113,hr1496.112,0.593542755
hr24.113,hr459.112,0.514548702
hr240.113,hr2582.112,0.667280901
hr240.113,hr6477.112,0.622920933
hr2400.113,hr5962.112,0.68381286
hr2402.113,hr1121.112,0.801194535
hr2402.113,hr1315.112,0.691475884
hr2404.113,hr4333.112,0.835753377
hr2404.113,hr530.112,0.512694832
hr2406.113,hr354.112,0.684558842
hr2406.113,hr824.112,0.717661256
hr2408.113,hr3814.112,0.574919106
hr241.113,hr1298.112,0.505771073
hr241.113,hr1863.112,0.528589834
hr241.113,hr3723.112,0.636533199
hr241.113,hr837.112,0.52451378
hr2412.113,hr3723.112,0.605383064
hr2412.113,hr6393.112,0.573149669
hr2414.113,hr2374.112,0.630503278
hr2416.113,hr6257.112,0.824997477
hr2417.113,hr668.112,0.837534198
hr2419.113,hr1137.112,0.871047917
hr2419.113,hr4084.112,0.524040561
hr242.113,hr2847.112,0.544712033
hr242.113,hr2895.112,0.882731209
hr2420.113,hr1559.112,0.813430718
hr2421.113,hr5955.112,0.53475749
